County,State,Value
Clinton County,Iowa,2.92
Crawford County,Iowa,3.10
Delaware County,Iowa,2.97
Emmet County,Iowa,2.88
Floyd County,Iowa,2.91
Hamilton County,Iowa,2.90
Henry County,Iowa,2.92
Iowa County,Iowa,2.93
Jones County,Iowa,2.86
Linn County,Iowa,2.98
Madison County,Iowa,3.03
Marion County,Iowa,3.00
Montgomery County,Iowa,2.85
O'Brien County,Iowa,2.89
Pocahontas County,Iowa,2.77
Sac County,Iowa,2.83
Story County,Iowa,2.90
Union County,Iowa,2.88
Warren County,Iowa,3.02
Worth County,Iowa,2.86
Atchison County,Kansas,3.03
Butler County,Kansas,3.11
Hillsdale County,Michigan,2.99
Ionia County,Michigan,3.07
Isabella County,Michigan,2.96
Kalamazoo County,Michigan,2.98
Kent County,Michigan,3.16
Livingston County,Michigan,3.09
Mackinac County,Michigan,2.70
Marquette County,Michigan,2.81
Midland County,Michigan,2.96
Missaukee County,Michigan,2.96
Newaygo County,Michigan,3.04
Osceola County,Michigan,2.96
Roscommon County,Michigan,2.59
Shiawassee County,Michigan,2.99
Washtenaw County,Michigan,3.02
Wexford County,Michigan,2.93
Benton County,Minnesota,3.03
Cottonwood County,Minnesota,2.96
Dodge County,Minnesota,3.12
Douglas County,Minnesota,2.82
Grant County,Minnesota,2.81
Hubbard County,Minnesota,2.79
Kandiyohi County,Minnesota,2.97
Lac qui Parle County,Minnesota,2.78
Le Sueur County,Minnesota,3.01
Lyon County,Minnesota,3.02
Meeker County,Minnesota,2.99
Murray County,Minnesota,2.83
Otter Tail County,Minnesota,2.84
Pope County,Minnesota,2.80
Renville County,Minnesota,2.88
Sherburne County,Minnesota,3.24
Steele County,Minnesota,3.03
Wadena County,Minnesota,2.94
Watonwan County,Minnesota,3.02
Alcorn County,Mississippi,2.98
Benton County,Mississippi,3.08
Choctaw County,Mississippi,3.00
Covington County,Mississippi,3.14
Greene County,Mississippi,3.12
Itawamba County,Mississippi,2.99
Jefferson Davis County,Mississippi,3.05
Kemper County,Mississippi,3.11
Webster Parish,Louisiana,2.94
West Baton Rouge Parish,Louisiana,3.16
Hancock County,Maine,2.71
Piscataquis County,Maine,2.70
Washington County,Maine,2.76
Calvert County,Maryland,3.23
Carroll County,Maryland,3.15
Charles County,Maryland,3.24
Howard County,Maryland,3.20
Kent County,Maryland,2.78
St. Mary's County,Maryland,3.18
Somerset County,Maryland,2.91
Barnstable County,Massachusetts,2.77
Franklin County,Massachusetts,2.85
Antrim County,Michigan,2.78
Branch County,Michigan,3.05
Clare County,Michigan,2.83
Crawford County,Michigan,2.74
Eaton County,Michigan,2.95
Gladwin County,Michigan,2.83
Iron County,Missouri,2.91
Jasper County,Missouri,3.05
Knox County,Missouri,3.00
Linn County,Missouri,2.94
Madison County,Missouri,2.95
Marion County,Missouri,2.95
Moniteau County,Missouri,3.10
Morgan County,Missouri,2.91
Perry County,Missouri,3.01
Pulaski County,Missouri,3.14
St. Clair County,Missouri,2.83
Saline County,Missouri,2.98
Sullivan County,Missouri,2.95
Washington County,Missouri,3.00
Webster County,Missouri,3.14
Cascade County,Montana,2.90
Golden Valley County,Montana,2.68
Lake County,Montana,2.97
Madison County,Montana,2.67
Pondera County,Montana,3.01
Silver Bow County,Montana,2.87
Treasure County,Montana,2.67
Wheatland County,Montana,2.99
Adams County,Nebraska,2.97
Blaine County,Nebraska,2.81
Butler County,Nebraska,2.96
Clay County,Nebraska,2.97
Colfax County,Nebraska,3.39
Dawson County,Nebraska,3.22
Fillmore County,Nebraska,2.84
Frontier County,Nebraska,2.78
Grant County,Nebraska,2.71
Hall County,Nebraska,3.16
Johnson County,Nebraska,2.85
Kearney County,Nebraska,2.88
Logan County,Nebraska,2.86
McPherson County,Nebraska,3.01
Nance County,Nebraska,2.92
Pawnee County,Nebraska,2.85
Pierce County,Nebraska,2.95
Polk County,Nebraska,2.91
Saline County,Nebraska,3.10
Sherman County,Nebraska,2.78
Stanton County,Nebraska,3.04
Valley County,Nebraska,2.82
Wheeler County,Nebraska,2.87
Eureka County,Nevada,3.07
Pershing County,Nevada,3.02
White Pine County,Nevada,2.94
Camden County,New Jersey,3.22
Gloucester County,New Jersey,3.20
Passaic County,New Jersey,3.45
Bernalillo County,New Mexico,3.07
Lauderdale County,Mississippi,3.05
Leake County,Mississippi,3.21
Leflore County,Mississippi,3.24
Marion County,Mississippi,3.12
Neshoba County,Mississippi,3.21
Perry County,Mississippi,3.09
Quitman County,Mississippi,3.24
Stone County,Mississippi,3.13
Tate County,Mississippi,3.20
Webster County,Mississippi,3.02
Winston County,Mississippi,3.06
Audrain County,Missouri,2.97
Bollinger County,Missouri,2.94
Camden County,Missouri,2.68
Carter County,Missouri,2.97
Christian County,Missouri,3.03
Crawford County,Missouri,2.96
Dent County,Missouri,2.92
Howard County,Missouri,2.90
Alamance County,North Carolina,2.98
Alleghany County,North Carolina,2.78
Bladen County,North Carolina,2.96
Buncombe County,North Carolina,2.86
Caldwell County,North Carolina,2.91
Clay County,North Carolina,2.71
Dare County,North Carolina,2.78
Davidson County,North Carolina,2.94
Forsyth County,North Carolina,3.01
Guilford County,North Carolina,3.01
Hertford County,North Carolina,2.97
Jones County,North Carolina,2.91
Martin County,North Carolina,2.91
Nash County,North Carolina,3.01
Pender County,North Carolina,2.95
Randolph County,North Carolina,3.00
Scotland County,North Carolina,3.06
Vance County,North Carolina,3.07
Wake County,North Carolina,3.12
Barnes County,North Dakota,2.79
Billings County,North Dakota,2.72
Cavalier County,North Dakota,2.74
Foster County,North Dakota,2.81
Grand Forks County,North Dakota,2.91
LaMoure County,North Dakota,2.82
Mountrail County,North Dakota,3.11
Ransom County,North Dakota,2.89
Rolette County,North Dakota,3.39
Steele County,North Dakota,2.78
Towner County,North Dakota,2.71
Allen County,Ohio,3.01
Brown County,Ohio,3.02
Clinton County,Ohio,2.99
Defiance County,Ohio,2.97
Fayette County,Ohio,2.95
Geauga County,Ohio,3.16
Guernsey County,Ohio,2.95
Hancock County,Ohio,2.94
Knox County,Ohio,3.04
Logan County,Ohio,2.98
Madison County,Ohio,3.04
Miami County,Ohio,2.95
Muskingum County,Ohio,2.95
Pike County,Ohio,3.02
Putnam County,Ohio,3.13
Seneca County,Ohio,2.97
Tuscarawas County,Ohio,2.97
Wayne County,Ohio,3.13
Wood County,Ohio,2.98
Beckham County,Oklahoma,3.02
Carter County,Oklahoma,3.02
Coal County,Oklahoma,3.06
Custer County,Oklahoma,3.02
Garfield County,Oklahoma,2.98
Greer County,Oklahoma,2.91
Eddy County,New Mexico,3.08
Guadalupe County,New Mexico,2.93
Lincoln County,New Mexico,2.72
Socorro County,New Mexico,3.09
Allegany County,New York,2.96
Chenango County,New York,2.92
Genesee County,New York,2.97
Herkimer County,New York,2.95
Lewis County,New York,3.01
Oneida County,New York,2.99
Otsego County,New York,2.84
Saratoga County,New York,2.96
Steuben County,New York,2.95
Warren County,New York,2.85
Yates County,New York,3.06
Blair County,Pennsylvania,2.91
Bradford County,Pennsylvania,2.92
Cambria County,Pennsylvania,2.87
Clarion County,Pennsylvania,2.89
Elk County,Pennsylvania,2.84
Indiana County,Pennsylvania,2.91
Lackawanna County,Pennsylvania,2.98
Mifflin County,Pennsylvania,2.98
Montour County,Pennsylvania,2.92
Potter County,Pennsylvania,2.88
Sullivan County,Pennsylvania,2.70
Warren County,Pennsylvania,2.85
Allendale County,South Carolina,3.14
Bamberg County,South Carolina,3.07
Clarendon County,South Carolina,3.04
Fairfield County,South Carolina,3.01
Greenwood County,South Carolina,2.96
Horry County,South Carolina,2.84
Laurens County,South Carolina,3.00
Newberry County,South Carolina,2.97
Spartanburg County,South Carolina,3.05
Beadle County,South Dakota,2.92
Brule County,South Dakota,3.03
Codington County,South Dakota,2.93
Davison County,South Dakota,2.91
Dewey County,South Dakota,3.60
Faulk County,South Dakota,2.79
Hand County,South Dakota,2.84
Jackson County,South Dakota,3.65
Kingsbury County,South Dakota,2.81
McCook County,South Dakota,2.94
Miner County,South Dakota,2.97
Potter County,South Dakota,2.76
Spink County,South Dakota,2.89
Turner County,South Dakota,2.87
Walworth County,South Dakota,2.79
Benton County,Tennessee,2.81
Blount County,Tennessee,2.91
Cannon County,Tennessee,2.98
Clay County,Tennessee,2.84
Decatur County,Tennessee,2.87
Franklin County,Tennessee,2.90
Hamblen County,Tennessee,2.98
Hawkins County,Tennessee,2.88
Humphreys County,Tennessee,2.94
Knox County,Tennessee,2.95
Loudon County,Tennessee,2.82
Marshall County,Tennessee,3.01
Morgan County,Tennessee,2.99
Polk County,Tennessee,2.96
Scott County,Tennessee,3.02
Sumner County,Tennessee,3.05
Union County,Tennessee,2.99
Harper County,Oklahoma,2.97
Hughes County,Oklahoma,3.00
Kingfisher County,Oklahoma,3.08
Lincoln County,Oklahoma,3.01
McClain County,Oklahoma,3.06
Mayes County,Oklahoma,3.02
Oklahoma County,Oklahoma,3.08
Pontotoc County,Oklahoma,2.99
Pushmataha County,Oklahoma,2.91
Washington County,Oklahoma,2.91
Woodward County,Oklahoma,3.00
Deschutes County,Oregon,2.88
Jefferson County,Oregon,3.11
Lake County,Oregon,2.73
Polk County,Oregon,3.06
Wheeler County,Oregon,2.70
Armstrong County,Pennsylvania,2.88
Gonzales County,Texas,3.26
Gray County,Texas,3.01
Grimes County,Texas,3.15
Hall County,Texas,3.06
Hansford County,Texas,3.25
Hill County,Texas,3.06
Howard County,Texas,3.09
Hutchinson County,Texas,3.00
Jim Hogg County,Texas,3.34
Johnson County,Texas,3.22
Kent County,Texas,2.82
Kerr County,Texas,2.84
Knox County,Texas,2.99
La Salle County,Texas,3.33
Live Oak County,Texas,2.93
Lubbock County,Texas,3.12
McLennan County,Texas,3.15
Mason County,Texas,2.79
Midland County,Texas,3.19
Montgomery County,Texas,3.22
Navarro County,Texas,3.19
Nolan County,Texas,3.03
Ochiltree County,Texas,3.26
Oldham County,Texas,2.97
Parker County,Texas,3.09
Rains County,Texas,2.90
Randall County,Texas,2.99
Roberts County,Texas,2.89
Rockwall County,Texas,3.29
Runnels County,Texas,2.98
San Saba County,Texas,2.90
Somervell County,Texas,3.11
Stephens County,Texas,3.01
Stonewall County,Texas,2.83
Terry County,Texas,3.23
Titus County,Texas,3.44
Upshur County,Texas,3.05
Uvalde County,Texas,3.33
Ward County,Texas,3.16
Williamson County,Texas,3.20
Wise County,Texas,3.16
Zavala County,Texas,3.64
Davis County,Utah,3.63
White County,Tennessee,2.93
Wilson County,Tennessee,3.03
Archer County,Texas,3.00
Armstrong County,Texas,2.86
Bastrop County,Texas,3.26
Blanco County,Texas,2.89
Brooks County,Texas,3.27
Burnet County,Texas,2.97
Camp County,Texas,3.14
Castro County,Texas,3.39
Cochran County,Texas,3.25
Concho County,Texas,2.86
Coryell County,Texas,3.29
Crane County,Texas,3.34
Dawson County,Texas,3.21
DeWitt County,Texas,3.01
Dimmit County,Texas,3.38
Edwards County,Texas,2.91
Fayette County,Texas,2.89
Franklin County,Texas,3.00
Garza County,Texas,3.12
Montgomery County,Virginia,2.87
Nelson County,Virginia,2.81
Patrick County,Virginia,2.76
Powhatan County,Virginia,3.02
Pulaski County,Virginia,2.80
Russell County,Virginia,2.86
Warren County,Virginia,3.10
Wythe County,Virginia,2.83
Alexandria city,Virginia,2.85
Bedford city,Virginia,2.82
Buena Vista city,Virginia,2.92
Charlottesville city,Virginia,2.91
Harrisonburg city,Virginia,3.06
Hopewell city,Virginia,3.00
Martinsville city,Virginia,2.89
Richmond city,Virginia,2.95
Salem city,Virginia,2.86
Waynesboro city,Virginia,2.90
Cowlitz County,Washington,2.99
Franklin County,Washington,3.68
Lewis County,Washington,2.97
Mason County,Washington,2.87
Spokane County,Washington,2.99
Barbour County,West Virginia,2.89
Boone County,West Virginia,2.94
Calhoun County,West Virginia,2.80
Gilmer County,West Virginia,2.83
Jackson County,West Virginia,2.88
Marion County,West Virginia,2.85
Monongalia County,West Virginia,2.87
Nicholas County,West Virginia,2.85
Preston County,West Virginia,2.84
Summers County,West Virginia,2.79
Webster County,West Virginia,2.88
Adams County,Wisconsin,2.68
Bayfield County,Wisconsin,2.71
Clark County,Wisconsin,3.26
Door County,Wisconsin,2.69
Dunn County,Wisconsin,2.95
Fond du Lac County,Wisconsin,2.93
Green Lake County,Wisconsin,2.92
Iowa County,Wisconsin,2.96
Jackson County,Wisconsin,2.93
Langlade County,Wisconsin,2.79
Marquette County,Wisconsin,2.79
Monroe County,Wisconsin,3.05
Polk County,Wisconsin,2.90
Rusk County,Wisconsin,2.89
Trempealeau County,Wisconsin,2.95
Washington County,Wisconsin,2.99
Wood County,Wisconsin,2.87
Natrona County,Wyoming,2.94
Platte County,Wyoming,2.76
Sheridan County,Wyoming,2.84
Weston County,Wyoming,2.81
Arecibo Municipio,Puerto Rico,3.08
Morgan County,Utah,3.67
Piute County,Utah,3.18
Salt Lake County,Utah,3.51
Wasatch County,Utah,3.59
Caledonia County,Vermont,2.86
Orleans County,Vermont,2.81
Amelia County,Virginia,3.00
Bath County,Virginia,2.71
Buckingham County,Virginia,2.95
Clarke County,Virginia,3.00
Culpeper County,Virginia,3.19
Floyd County,Virginia,2.86
Goochland County,Virginia,2.88
King William County,Virginia,3.04
Lunenburg County,Virginia,2.89
Madison County,Virginia,2.97
Choctaw County,Alabama,2.95
Clarke County,Alabama,3.02
Cleburne County,Alabama,2.99
Coffee County,Alabama,2.98
Coosa County,Alabama,2.89
Dallas County,Alabama,3.14
Etowah County,Alabama,2.97
Franklin County,Alabama,3.05
Geneva County,Alabama,2.92
Henry County,Alabama,2.92
Jackson County,Alabama,2.93
Lee County,Alabama,3.03
Lowndes County,Alabama,3.14
Macon County,Alabama,3.01
Madison County,Alabama,3.00
Marion County,Alabama,2.87
Marshall County,Alabama,3.05
Montgomery County,Alabama,3.06
Perry County,Alabama,3.10
Pike County,Alabama,2.94
Randolph County,Alabama,2.98
Russell County,Alabama,3.03
Shelby County,Alabama,3.08
Tallapoosa County,Alabama,2.91
Walker County,Alabama,2.97
Wilcox County,Alabama,3.17
Aleutians West Census Area,Alaska,3.18
Bristol Bay Borough,Alaska,2.93
Dillingham Census Area,Alaska,3.72
Juneau City and Borough,Alaska,3.03
Ketchikan Gateway Borough,Alaska,3.04
Matanuska-Susitna Borough,Alaska,3.23
North Slope Borough,Alaska,3.93
Petersburg Census Area,Alaska,2.91
Sitka City and Borough,Alaska,3.01
Woodruff County,Arkansas,2.87
Alpine County,California,2.92
Butte County,California,2.99
Calaveras County,California,2.81
Barranquitas Municipio,Puerto Rico,3.31
Caguas Municipio,Puerto Rico,3.14
Carolina Municipio,Puerto Rico,3.13
Comerí_o Municipi,Puerto Rico,3.31
Florida Municipio,Puerto Rico,3.22
Guaynabo Municipio,Puerto Rico,3.09
Humacao Municipio,Puerto Rico,3.15
Las Marí_as Municipi,Puerto Rico,3.17
Maricao Municipio,Puerto Rico,3.23
Naranjito Municipio,Puerto Rico,3.35
Quebradillas Municipio,Puerto Rico,3.17
San Lorenzo Municipio,Puerto Rico,3.20
Toa Alta Municipio,Puerto Rico,3.32
Vega Baja Municipio,Puerto Rico,3.23
Bibb County,Alabama,3.09
Bullock County,Alabama,3.12
Calhoun County,Alabama,2.97
Mendocino County,California,3.02
Modoc County,California,2.80
Mono County,California,2.98
Nevada County,California,2.80
Orange County,California,3.47
Riverside County,California,3.61
San Benito County,California,3.61
San Diego County,California,3.31
San Francisco County,California,3.11
Santa Barbara County,California,3.39
Santa Cruz County,California,3.22
Siskiyou County,California,2.82
Solano County,California,3.30
Sutter County,California,3.46
Tehama County,California,3.09
Trinity County,California,2.73
Tuolumne County,California,2.77
Yolo County,California,3.26
Adams County,Colorado,3.36
Archuleta County,Colorado,2.71
Baca County,Colorado,2.84
Chaffee County,Colorado,2.64
Conejos County,Colorado,3.24
Delta County,Colorado,2.88
Dolores County,Colorado,2.81
Elbert County,Colorado,3.05
Fremont County,Colorado,2.81
Kiowa County,Colorado,2.82
Contra Costa County,California,3.26
Del Norte County,California,3.05
El Dorado County,California,2.99
Imperial County,California,3.76
Kern County,California,3.61
Kings County,California,3.59
Madera County,California,3.63
Sabine County,Texas,2.75
Middlesex County,Connecticut,2.95
New London County,Connecticut,2.98
Tolland County,Connecticut,3.00
Sussex County,Delaware,2.89
District of Columbia,District of Columbia,3.01
Baker County,Florida,3.21
Brevard County,Florida,2.84
Broward County,Florida,3.14
Citrus County,Florida,2.63
Collier County,Florida,2.84
Duval County,Florida,3.04
Gilchrist County,Florida,3.02
Glades County,Florida,2.96
Gulf County,Florida,2.83
Hardee County,Florida,3.52
Hendry County,Florida,3.48
Hernando County,Florida,2.82
Lake County,Colorado,3.05
La Plata County,Colorado,2.86
Larimer County,Colorado,2.94
Lincoln County,Colorado,2.90
Mesa County,Colorado,2.97
Moffat County,Colorado,3.03
Morgan County,Colorado,3.23
Ouray County,Colorado,2.63
Pitkin County,Colorado,2.79
Rio Blanco County,Colorado,2.95
Saguache County,Colorado,2.95
San Miguel County,Colorado,2.83
Teller County,Colorado,2.79
Washington County,Colorado,2.95
Polk County,Florida,3.05
St. Johns County,Florida,2.95
St. Lucie County,Florida,2.99
Santa Rosa County,Florida,2.99
Sarasota County,Florida,2.64
Sumter County,Florida,2.37
Union County,Florida,3.13
Volusia County,Florida,2.84
Washington County,Florida,2.97
Appling County,Georgia,3.07
Bacon County,Georgia,3.05
Banks County,Georgia,3.14
Berrien County,Georgia,3.05
Brantley County,Georgia,3.08
Bulloch County,Georgia,3.08
Burke County,Georgia,3.20
Calhoun County,Georgia,3.20
Carroll County,Georgia,3.16
Charlton County,Georgia,3.10
Cherokee County,Georgia,3.20
Clayton County,Georgia,3.37
Coffee County,Georgia,3.18
Coweta County,Georgia,3.18
Crawford County,Georgia,3.02
Dawson County,Georgia,2.97
Dodge County,Georgia,2.96
Dougherty County,Georgia,3.08
Echols County,Georgia,3.33
Effingham County,Georgia,3.22
Elbert County,Georgia,2.98
Evans County,Georgia,3.16
Fannin County,Georgia,2.77
Floyd County,Georgia,3.09
Wrangell City and Borough,Alaska,2.82
Yukon-Koyukuk Census Area,Alaska,3.22
Graham County,Arizona,3.50
Indian River County,Florida,2.77
Jackson County,Florida,2.92
Jefferson County,Florida,2.89
Levy County,Florida,2.91
Madison County,Florida,3.00
Nassau County,Florida,2.93
Okaloosa County,Florida,2.92
Orange County,Florida,3.19
Osceola County,Florida,3.30
Palm Beach County,Florida,2.97
Crittenden County,Arkansas,3.18
Faulkner County,Arkansas,3.04
Franklin County,Arkansas,2.99
Grant County,Arkansas,2.97
Hempstead County,Arkansas,3.04
Hot Spring County,Arkansas,2.94
Jackson County,Arkansas,2.94
Lafayette County,Arkansas,2.93
Little River County,Arkansas,2.93
Madison County,Arkansas,2.99
Marion County,Arkansas,2.69
Nevada County,Arkansas,2.91
Ouachita County,Arkansas,2.89
Perry County,Arkansas,2.94
Phillips County,Arkansas,3.16
Polk County,Arkansas,2.92
Pope County,Arkansas,2.98
Aleutians East Borough,Alaska,3.04
Saline County,Arkansas,2.96
Scott County,Arkansas,3.08
Sevier County,Arkansas,3.32
Stone County,Arkansas,2.81
Wilkes County,Georgia,2.96
Hawaii County,Hawaii,3.22
Ada County,Idaho,3.11
Adams County,Idaho,2.70
Bear Lake County,Idaho,3.12
Benewah County,Idaho,2.90
Bingham County,Idaho,3.45
Blaine County,Idaho,2.99
Bonneville County,Idaho,3.32
Butte County,Idaho,3.10
Cassia County,Idaho,3.46
Clearwater County,Idaho,2.71
Franklin County,Idaho,3.56
Greenlee County,Arizona,3.21
Mohave County,Arizona,2.86
Pinal County,Arizona,3.21
Yuma County,Arizona,3.39
Ashley County,Arkansas,2.96
Calhoun County,Arkansas,2.85
Carroll County,Arkansas,2.92
Clay County,Arkansas,2.86
Crawford County,Arkansas,3.06
Boone County,Illinois,3.32
Bureau County,Illinois,2.94
Calhoun County,Illinois,2.90
Clark County,Illinois,2.87
Crawford County,Illinois,2.88
DeKalb County,Illinois,3.11
Douglas County,Illinois,3.11
DuPage County,Illinois,3.24
Edwards County,Illinois,2.86
Fayette County,Illinois,2.95
Ford County,Illinois,2.95
Gallatin County,Illinois,2.87
Jackson County,Illinois,2.87
Jefferson County,Illinois,2.92
Jersey County,Illinois,2.98
Jo Daviess County,Illinois,2.81
Kendall County,Illinois,3.41
LaSalle County,Illinois,3.00
Lawrence County,Illinois,2.88
Logan County,Illinois,2.85
McDonough County,Illinois,2.80
McHenry County,Illinois,3.25
Macoupin County,Illinois,2.90
Mason County,Illinois,2.87
Massac County,Illinois,2.91
Monroe County,Illinois,3.02
Ogle County,Illinois,3.01
Piatt County,Illinois,2.92
Pulaski County,Illinois,2.96
Richland County,Illinois,2.88
Rock Island County,Illinois,2.93
Saline County,Illinois,2.89
Sangamon County,Illinois,2.94
Stephenson County,Illinois,2.90
Vermilion County,Illinois,2.96
Washington County,Illinois,2.93
Whiteside County,Illinois,2.92
Will County,Illinois,3.41
Adams County,Indiana,3.41
Blackford County,Indiana,2.88
Boone County,Indiana,3.12
Carroll County,Indiana,2.98
Clay County,Indiana,2.99
Crawford County,Indiana,2.95
Decatur County,Indiana,3.02
Fremont County,Idaho,3.32
Gooding County,Idaho,3.32
Jerome County,Idaho,3.39
Kootenai County,Idaho,2.99
Lewis County,Idaho,2.84
Madison County,Idaho,3.42
