County,State,Value
Wilkinson County,Georgia,15.70
Maui County,Hawaii,12.80
Boise County,Idaho,15.90
Boundary County,Idaho,16.70
Gem County,Idaho,18.60
Jefferson County,Idaho,9.60
Latah County,Idaho,10.40
Minidoka County,Idaho,14.80
Teton County,Idaho,6.50
Bond County,Illinois,15.00
Brown County,Illinois,12.40
Champaign County,Illinois,10.00
Coles County,Illinois,13.80
Cumberland County,Illinois,16.60
Effingham County,Illinois,15.20
Franklin County,Illinois,18.40
Hamilton County,Illinois,19.80
Henderson County,Illinois,20.90
Iroquois County,Illinois,18.90
Johnson County,Illinois,17.20
Knox County,Illinois,18.40
Livingston County,Illinois,15.80
Marion County,Illinois,17.60
Menard County,Illinois,15.60
Moultrie County,Illinois,17.60
Perry County,Illinois,15.70
Putnam County,Illinois,17.80
Schuyler County,Illinois,18.50
Stark County,Illinois,19.90
Tazewell County,Illinois,15.60
Wayne County,Illinois,19.40
Woodford County,Illinois,14.80
Benton County,Indiana,15.70
Cass County,Indiana,15.10
Daviess County,Indiana,14.10
Dubois County,Indiana,14.50
Franklin County,Indiana,14.10
Hamilton County,Indiana,8.60
Howard County,Indiana,16.20
Jennings County,Indiana,12.60
Kosciusko County,Indiana,13.50
Madison County,Indiana,15.40
Martin County,Indiana,15.70
Noble County,Indiana,12.50
Ohio County,Indiana,16.60
Pulaski County,Indiana,16.70
Ripley County,Indiana,14.90
Starke County,Indiana,15.30
Tipton County,Indiana,17.20
Warrick County,Indiana,13.30
Wells County,Indiana,15.70
Whitley County,Indiana,14.00
Benton County,Iowa,15.40
Bremer County,Iowa,17.30
Calhoun County,Iowa,23.70
Cherokee County,Iowa,21.60
Clarke County,Iowa,16.70
Glascock County,Georgia,15.10
Gordon County,Georgia,11.60
Grady County,Georgia,14.10
Hall County,Georgia,11.10
Jackson County,Georgia,11.90
Jones County,Georgia,12.50
Laurens County,Georgia,14.20
Lumpkin County,Georgia,12.70
Marion County,Georgia,13.90
Miller County,Georgia,18.30
Newton County,Georgia,9.80
Peach County,Georgia,11.40
Polk County,Georgia,13.30
Randolph County,Georgia,17.80
Seminole County,Georgia,19.00
Taliaferro County,Georgia,20.50
Tift County,Georgia,12.80
Troup County,Georgia,12.40
Upson County,Georgia,15.70
Washington County,Georgia,13.60
Clay County,Kansas,20.40
Cloud County,Kansas,20.40
Decatur County,Kansas,27.30
Elk County,Kansas,24.30
Graham County,Kansas,25.60
Hamilton County,Kansas,13.60
Jackson County,Kansas,15.40
Kingman County,Kansas,20.00
Lincoln County,Kansas,20.30
Marion County,Kansas,20.90
Morris County,Kansas,22.30
Ness County,Kansas,24.60
Pawnee County,Kansas,17.40
Reno County,Kansas,17.00
Rooks County,Kansas,19.80
Sedgwick County,Kansas,11.40
Stafford County,Kansas,21.00
Trego County,Kansas,23.40
Wichita County,Kansas,17.90
Wilson County,Kansas,19.30
Adair County,Kentucky,15.30
Allen County,Kentucky,14.70
Bell County,Kentucky,15.70
Breathitt County,Kentucky,13.40
Butler County,Kentucky,15.80
Carter County,Kentucky,14.90
Edmonson County,Kentucky,16.60
Estill County,Kentucky,15.30
Gallatin County,Kentucky,11.40
Grant County,Kentucky,10.70
Hart County,Kentucky,14.90
Hopkins County,Kentucky,15.40
Kenton County,Kentucky,11.20
Lee County,Kentucky,13.20
Logan County,Kentucky,15.70
Madison County,Kentucky,11.20
Metcalfe County,Kentucky,16.30
Montgomery County,Kentucky,12.80
Nelson County,Kentucky,11.70
Ohio County,Kentucky,15.40
Owen County,Kentucky,14.50
Powell County,Kentucky,13.00
Rockcastle County,Kentucky,14.80
Trigg County,Kentucky,19.00
Webster County,Kentucky,15.10
Allen Parish,Louisiana,12.90
Bienville Parish,Louisiana,18.50
Claiborne Parish,Louisiana,16.00
Iberville Parish,Louisiana,12.00
Lafayette Parish,Louisiana,10.30
Livingston Parish,Louisiana,9.90
Pointe Coupee Parish,Louisiana,15.50
St. Charles Parish,Louisiana,9.90
St. James Parish,Louisiana,12.90
Union Parish,Louisiana,16.50
Clinton County,Iowa,16.80
Crawford County,Iowa,16.30
Delaware County,Iowa,16.60
Emmet County,Iowa,18.80
Floyd County,Iowa,20.00
Hamilton County,Iowa,18.10
Henry County,Iowa,16.00
Iowa County,Iowa,17.20
Jones County,Iowa,17.20
Linn County,Iowa,13.00
Madison County,Iowa,14.80
Marion County,Iowa,15.60
Montgomery County,Iowa,19.90
O'Brien County,Iowa,20.40
Pocahontas County,Iowa,22.10
Sac County,Iowa,22.10
Story County,Iowa,10.00
Union County,Iowa,18.10
Warren County,Iowa,13.30
Worth County,Iowa,18.30
Atchison County,Kansas,15.40
Butler County,Kansas,12.60
Hillsdale County,Michigan,15.70
Ionia County,Michigan,11.30
Isabella County,Michigan,9.70
Kalamazoo County,Michigan,12.30
Kent County,Michigan,11.10
Livingston County,Michigan,12.00
Mackinac County,Michigan,22.40
Marquette County,Michigan,14.70
Midland County,Michigan,14.80
Missaukee County,Michigan,17.40
Newaygo County,Michigan,15.50
Osceola County,Michigan,17.00
Roscommon County,Michigan,28.00
Shiawassee County,Michigan,14.30
Washtenaw County,Michigan,10.10
Wexford County,Michigan,15.90
Benton County,Minnesota,11.90
Cottonwood County,Minnesota,21.20
Dodge County,Minnesota,12.20
Douglas County,Minnesota,19.60
Grant County,Minnesota,22.20
Hubbard County,Minnesota,20.80
Kandiyohi County,Minnesota,16.20
Lac qui Parle County,Minnesota,23.80
Le Sueur County,Minnesota,14.40
Lyon County,Minnesota,13.60
Meeker County,Minnesota,16.50
Murray County,Minnesota,22.40
Otter Tail County,Minnesota,21.00
Pope County,Minnesota,21.30
Renville County,Minnesota,19.40
Sherburne County,Minnesota,8.30
Steele County,Minnesota,14.40
Wadena County,Minnesota,21.10
Watonwan County,Minnesota,19.00
Alcorn County,Mississippi,15.90
Benton County,Mississippi,15.40
Choctaw County,Mississippi,17.40
Covington County,Mississippi,15.10
Greene County,Mississippi,11.20
Itawamba County,Mississippi,15.80
Jefferson Davis County,Mississippi,16.60
Kemper County,Mississippi,15.60
Webster Parish,Louisiana,16.70
West Baton Rouge Parish,Louisiana,11.00
Hancock County,Maine,18.30
Piscataquis County,Maine,20.30
Washington County,Maine,19.60
Calvert County,Maryland,10.90
Carroll County,Maryland,13.00
Charles County,Maryland,9.50
Howard County,Maryland,10.10
Kent County,Maryland,21.80
St. Mary's County,Maryland,10.30
Somerset County,Maryland,13.80
Barnstable County,Massachusetts,25.00
Franklin County,Massachusetts,15.20
Antrim County,Michigan,22.10
Branch County,Michigan,14.70
Clare County,Michigan,19.90
Crawford County,Michigan,20.80
Eaton County,Michigan,14.00
Gladwin County,Michigan,22.80
Iron County,Missouri,17.90
Jasper County,Missouri,13.40
Knox County,Missouri,20.00
Linn County,Missouri,19.00
Madison County,Missouri,17.70
Marion County,Missouri,15.70
Moniteau County,Missouri,13.80
Morgan County,Missouri,22.10
Perry County,Missouri,15.60
Pulaski County,Missouri,7.20
St. Clair County,Missouri,23.40
Saline County,Missouri,15.80
Sullivan County,Missouri,17.00
Washington County,Missouri,13.40
Webster County,Missouri,13.10
Cascade County,Montana,15.60
Golden Valley County,Montana,21.40
Lake County,Montana,16.80
Madison County,Montana,21.00
Pondera County,Montana,18.90
Silver Bow County,Montana,16.40
Treasure County,Montana,23.80
Wheatland County,Montana,20.70
Adams County,Nebraska,15.40
Blaine County,Nebraska,19.90
Butler County,Nebraska,19.10
Clay County,Nebraska,17.90
Colfax County,Nebraska,13.60
Dawson County,Nebraska,13.90
Fillmore County,Nebraska,22.30
Frontier County,Nebraska,19.00
Grant County,Nebraska,19.40
Hall County,Nebraska,13.40
Johnson County,Nebraska,17.60
Kearney County,Nebraska,18.30
Logan County,Nebraska,18.20
McPherson County,Nebraska,18.00
Nance County,Nebraska,19.10
Pawnee County,Nebraska,26.00
Pierce County,Nebraska,17.90
Polk County,Nebraska,19.80
Saline County,Nebraska,14.60
Sherman County,Nebraska,23.40
Stanton County,Nebraska,14.10
Valley County,Nebraska,23.60
Wheeler County,Nebraska,18.90
Eureka County,Nevada,12.90
Pershing County,Nevada,13.00
White Pine County,Nevada,14.90
Camden County,New Jersey,12.80
Gloucester County,New Jersey,12.40
Passaic County,New Jersey,12.00
Bernalillo County,New Mexico,12.20
Lauderdale County,Mississippi,14.10
Leake County,Mississippi,13.00
Leflore County,Mississippi,11.90
Marion County,Mississippi,14.70
Neshoba County,Mississippi,13.50
Perry County,Mississippi,14.10
Quitman County,Mississippi,14.10
Stone County,Mississippi,12.10
Tate County,Mississippi,12.40
Webster County,Mississippi,15.70
Winston County,Mississippi,16.50
Audrain County,Missouri,16.00
Bollinger County,Missouri,16.70
Camden County,Missouri,21.70
Carter County,Missouri,16.60
Christian County,Missouri,12.20
Crawford County,Missouri,16.30
Dent County,Missouri,19.00
Howard County,Missouri,15.90
Alamance County,North Carolina,14.60
Alleghany County,North Carolina,20.70
Bladen County,North Carolina,15.60
Buncombe County,North Carolina,16.00
Caldwell County,North Carolina,15.40
Clay County,North Carolina,23.60
Dare County,North Carolina,15.20
Davidson County,North Carolina,14.40
Forsyth County,North Carolina,13.00
Guilford County,North Carolina,12.30
Hertford County,North Carolina,15.80
Jones County,North Carolina,17.30
Martin County,North Carolina,17.50
Nash County,North Carolina,14.00
Pender County,North Carolina,15.10
Randolph County,North Carolina,14.10
Scotland County,North Carolina,13.60
Vance County,North Carolina,14.10
Wake County,North Carolina,8.50
Barnes County,North Dakota,19.60
Billings County,North Dakota,19.30
Cavalier County,North Dakota,25.60
Foster County,North Dakota,22.70
Grand Forks County,North Dakota,10.30
LaMoure County,North Dakota,24.70
Mountrail County,North Dakota,13.70
Ransom County,North Dakota,19.90
Rolette County,North Dakota,10.00
Steele County,North Dakota,22.30
Towner County,North Dakota,24.60
Allen County,Ohio,14.80
Brown County,Ohio,14.40
Clinton County,Ohio,13.50
Defiance County,Ohio,15.00
Fayette County,Ohio,15.00
Geauga County,Ohio,15.50
Guernsey County,Ohio,16.00
Hancock County,Ohio,14.30
Knox County,Ohio,14.80
Logan County,Ohio,14.70
Madison County,Ohio,12.40
Miami County,Ohio,15.30
Muskingum County,Ohio,15.30
Pike County,Ohio,14.70
Putnam County,Ohio,14.30
Seneca County,Ohio,14.80
Tuscarawas County,Ohio,16.40
Wayne County,Ohio,14.60
Wood County,Ohio,12.30
Beckham County,Oklahoma,12.70
Carter County,Oklahoma,14.90
Coal County,Oklahoma,17.80
Custer County,Oklahoma,13.40
Garfield County,Oklahoma,15.30
Greer County,Oklahoma,17.40
Eddy County,New Mexico,14.00
Guadalupe County,New Mexico,15.50
Lincoln County,New Mexico,22.00
Socorro County,New Mexico,14.20
Allegany County,New York,15.20
Chenango County,New York,16.60
Genesee County,New York,15.60
Herkimer County,New York,16.80
Lewis County,New York,15.00
Oneida County,New York,16.30
Otsego County,New York,16.50
Saratoga County,New York,13.70
Steuben County,New York,15.90
Warren County,New York,17.10
Yates County,New York,16.60
Blair County,Pennsylvania,17.70
Bradford County,Pennsylvania,17.80
Cambria County,Pennsylvania,18.80
Clarion County,Pennsylvania,16.40
Elk County,Pennsylvania,19.00
Indiana County,Pennsylvania,15.70
Lackawanna County,Pennsylvania,17.70
Mifflin County,Pennsylvania,18.50
Montour County,Pennsylvania,18.60
Potter County,Pennsylvania,19.50
Sullivan County,Pennsylvania,24.20
Warren County,Pennsylvania,18.70
Allendale County,South Carolina,13.20
Bamberg County,South Carolina,16.00
Clarendon County,South Carolina,16.80
Fairfield County,South Carolina,14.90
Greenwood County,South Carolina,15.10
Horry County,South Carolina,17.10
Laurens County,South Carolina,15.00
Newberry County,South Carolina,15.90
Spartanburg County,South Carolina,13.40
Beadle County,South Dakota,17.30
Brule County,South Dakota,17.40
Codington County,South Dakota,14.90
Davison County,South Dakota,16.90
Dewey County,South Dakota,9.70
Faulk County,South Dakota,23.70
Hand County,South Dakota,25.30
Jackson County,South Dakota,13.40
Kingsbury County,South Dakota,21.80
McCook County,South Dakota,19.00
Miner County,South Dakota,22.30
Potter County,South Dakota,26.90
Spink County,South Dakota,20.10
Turner County,South Dakota,19.00
Walworth County,South Dakota,24.00
Benton County,Tennessee,19.90
Blount County,Tennessee,16.10
Cannon County,Tennessee,16.10
Clay County,Tennessee,20.10
Decatur County,Tennessee,20.70
Franklin County,Tennessee,17.30
Hamblen County,Tennessee,15.90
Hawkins County,Tennessee,16.50
Humphreys County,Tennessee,17.30
Knox County,Tennessee,13.10
Loudon County,Tennessee,21.50
Marshall County,Tennessee,13.10
Morgan County,Tennessee,13.70
Polk County,Tennessee,17.10
Scott County,Tennessee,13.70
Sumner County,Tennessee,12.60
Union County,Tennessee,13.80
Harper County,Oklahoma,18.60
Hughes County,Oklahoma,17.20
Kingfisher County,Oklahoma,15.00
Lincoln County,Oklahoma,15.30
McClain County,Oklahoma,13.20
Mayes County,Oklahoma,15.70
Oklahoma County,Oklahoma,12.00
Pontotoc County,Oklahoma,14.90
Pushmataha County,Oklahoma,20.20
Washington County,Oklahoma,17.80
Woodward County,Oklahoma,14.20
Deschutes County,Oregon,14.90
Jefferson County,Oregon,15.30
Lake County,Oregon,20.40
Polk County,Oregon,14.80
Wheeler County,Oregon,29.10
Armstrong County,Pennsylvania,18.40
Gonzales County,Texas,15.10
Gray County,Texas,16.00
Grimes County,Texas,13.80
Hall County,Texas,22.60
Hansford County,Texas,13.60
Hill County,Texas,18.30
Howard County,Texas,13.20
Hutchinson County,Texas,14.70
Jim Hogg County,Texas,14.90
Johnson County,Texas,11.50
Kent County,Texas,25.70
Kerr County,Texas,24.80
Knox County,Texas,21.20
La Salle County,Texas,12.40
Live Oak County,Texas,19.20
Lubbock County,Texas,11.00
McLennan County,Texas,12.50
Mason County,Texas,24.40
Midland County,Texas,11.00
Montgomery County,Texas,10.40
Navarro County,Texas,14.40
Nolan County,Texas,16.60
Ochiltree County,Texas,10.30
Oldham County,Texas,12.40
Parker County,Texas,12.20
Rains County,Texas,20.40
Randall County,Texas,12.50
Roberts County,Texas,16.00
Rockwall County,Texas,9.60
Runnels County,Texas,19.50
San Saba County,Texas,19.20
Somervell County,Texas,14.80
Stephens County,Texas,18.20
Stonewall County,Texas,23.70
Terry County,Texas,14.40
Titus County,Texas,11.50
Upshur County,Texas,15.70
Uvalde County,Texas,14.80
Ward County,Texas,14.80
Williamson County,Texas,8.90
Wise County,Texas,12.30
Zavala County,Texas,12.10
Davis County,Utah,8.20
White County,Tennessee,17.50
Wilson County,Tennessee,12.20
Archer County,Texas,16.00
Armstrong County,Texas,20.70
Bastrop County,Texas,11.50
Blanco County,Texas,18.20
Brooks County,Texas,17.00
Burnet County,Texas,18.60
Camp County,Texas,16.10
Castro County,Texas,13.40
Cochran County,Texas,14.90
Concho County,Texas,13.70
Coryell County,Texas,7.50
Crane County,Texas,11.30
Dawson County,Texas,14.00
DeWitt County,Texas,18.30
Dimmit County,Texas,14.20
Edwards County,Texas,21.80
Fayette County,Texas,21.50
Franklin County,Texas,18.70
Garza County,Texas,10.90
Montgomery County,Virginia,9.80
Nelson County,Virginia,19.90
Patrick County,Virginia,21.50
Powhatan County,Virginia,12.10
Pulaski County,Virginia,17.90
Russell County,Virginia,16.40
Warren County,Virginia,12.70
Wythe County,Virginia,17.80
Alexandria city,Virginia,9.10
Bedford city,Virginia,21.50
Buena Vista city,Virginia,16.10
Charlottesville city,Virginia,9.20
Harrisonburg city,Virginia,8.20
Hopewell city,Virginia,14.90
Martinsville city,Virginia,19.20
Richmond city,Virginia,11.10
Salem city,Virginia,17.10
Waynesboro city,Virginia,17.00
Cowlitz County,Washington,15.40
Franklin County,Washington,7.30
Lewis County,Washington,17.30
Mason County,Washington,18.30
Spokane County,Washington,12.90
Barbour County,West Virginia,16.60
Boone County,West Virginia,14.20
Calhoun County,West Virginia,18.20
Gilmer County,West Virginia,13.70
Jackson County,West Virginia,17.70
Marion County,West Virginia,16.90
Monongalia County,West Virginia,10.20
Nicholas County,West Virginia,17.10
Preston County,West Virginia,15.70
Summers County,West Virginia,19.30
Webster County,West Virginia,17.50
Adams County,Wisconsin,23.50
Bayfield County,Wisconsin,20.70
Clark County,Wisconsin,15.60
Door County,Wisconsin,22.50
Dunn County,Wisconsin,12.10
Fond du Lac County,Wisconsin,15.00
Green Lake County,Wisconsin,19.20
Iowa County,Wisconsin,13.80
Jackson County,Wisconsin,16.20
Langlade County,Wisconsin,20.00
Marquette County,Wisconsin,21.10
Monroe County,Wisconsin,13.90
Polk County,Wisconsin,16.00
Rusk County,Wisconsin,20.10
Trempealeau County,Wisconsin,15.80
Washington County,Wisconsin,13.50
Wood County,Wisconsin,17.10
Natrona County,Wyoming,12.40
Platte County,Wyoming,20.70
Sheridan County,Wyoming,15.60
Weston County,Wyoming,15.90
Arecibo Municipio,Puerto Rico,16.30
Morgan County,Utah,10.50
Piute County,Utah,21.30
Salt Lake County,Utah,8.70
Wasatch County,Utah,8.60
Caledonia County,Vermont,15.30
Orleans County,Vermont,17.70
Amelia County,Virginia,15.80
Bath County,Virginia,22.20
Buckingham County,Virginia,14.30
Clarke County,Virginia,16.30
Culpeper County,Virginia,12.20
Floyd County,Virginia,17.60
Goochland County,Virginia,14.90
King William County,Virginia,12.40
Lunenburg County,Virginia,17.20
Madison County,Virginia,17.50
Choctaw County,Alabama,18.20
Clarke County,Alabama,16.20
Cleburne County,Alabama,15.80
Coffee County,Alabama,14.40
Coosa County,Alabama,17.10
Dallas County,Alabama,14.10
Etowah County,Alabama,15.80
Franklin County,Alabama,15.20
Geneva County,Alabama,17.40
Henry County,Alabama,17.60
Jackson County,Alabama,16.50
Lee County,Alabama,9.10
Lowndes County,Alabama,14.60
Macon County,Alabama,14.10
Madison County,Alabama,12.20
Marion County,Alabama,18.30
Marshall County,Alabama,14.90
Montgomery County,Alabama,12.00
Perry County,Alabama,16.70
Pike County,Alabama,12.80
Randolph County,Alabama,17.00
Russell County,Alabama,12.70
Shelby County,Alabama,10.60
Tallapoosa County,Alabama,17.30
Walker County,Alabama,16.30
Wilcox County,Alabama,15.00
Aleutians West Census Area,Alaska,3.50
Bristol Bay Borough,Alaska,8.30
Dillingham Census Area,Alaska,7.60
Juneau City and Borough,Alaska,8.40
Ketchikan Gateway Borough,Alaska,10.10
Matanuska-Susitna Borough,Alaska,7.90
North Slope Borough,Alaska,4.30
Petersburg Census Area,Alaska,11.50
Sitka City and Borough,Alaska,11.40
Woodruff County,Arkansas,17.80
Alpine County,California,14.10
Butte County,California,15.40
Calaveras County,California,21.00
Barranquitas Municipio,Puerto Rico,10.70
Caguas Municipio,Puerto Rico,14.90
Carolina Municipio,Puerto Rico,16.20
Comerí_o Municipi,Puerto Rico,12.50
Florida Municipio,Puerto Rico,12.70
Guaynabo Municipio,Puerto Rico,16.10
Humacao Municipio,Puerto Rico,14.50
Las Marí_as Municipi,Puerto Rico,13.70
Maricao Municipio,Puerto Rico,12.90
Naranjito Municipio,Puerto Rico,12.70
Quebradillas Municipio,Puerto Rico,13.90
San Lorenzo Municipio,Puerto Rico,13.10
Toa Alta Municipio,Puerto Rico,9.50
Vega Baja Municipio,Puerto Rico,14.10
Bibb County,Alabama,12.70
Bullock County,Alabama,13.50
Calhoun County,Alabama,14.30
Mendocino County,California,15.40
Modoc County,California,19.70
Mono County,California,9.70
Nevada County,California,19.40
Orange County,California,11.60
Riverside County,California,11.80
San Benito County,California,9.70
San Diego County,California,11.40
San Francisco County,California,13.60
Santa Barbara County,California,12.80
Santa Cruz County,California,11.10
Siskiyou County,California,19.60
Solano County,California,11.30
Sutter County,California,12.70
Tehama County,California,15.90
Trinity County,California,20.10
Tuolumne County,California,20.40
Yolo County,California,9.80
Adams County,Colorado,8.30
Archuleta County,Colorado,17.50
Baca County,Colorado,24.00
Chaffee County,Colorado,19.80
Conejos County,Colorado,15.20
Delta County,Colorado,20.20
Dolores County,Colorado,18.80
Elbert County,Colorado,9.50
Fremont County,Colorado,17.60
Kiowa County,Colorado,21.50
Contra Costa County,California,12.40
Del Norte County,California,13.50
El Dorado County,California,14.60
Imperial County,California,10.40
Kern County,California,9.00
Kings County,California,7.90
Madera County,California,11.40
Sabine County,Texas,26.80
Middlesex County,Connecticut,15.50
New London County,Connecticut,14.20
Tolland County,Connecticut,11.90
Sussex County,Delaware,20.80
District of Columbia,District of Columbia,11.40
Baker County,Florida,10.90
Brevard County,Florida,20.40
Broward County,Florida,14.30
Citrus County,Florida,31.90
Collier County,Florida,26.40
Duval County,Florida,11.10
Gilchrist County,Florida,16.90
Glades County,Florida,21.50
Gulf County,Florida,16.30
Hardee County,Florida,12.90
Hendry County,Florida,11.50
Hernando County,Florida,25.80
Lake County,Colorado,8.90
La Plata County,Colorado,11.60
Larimer County,Colorado,11.90
Lincoln County,Colorado,16.80
Mesa County,Colorado,14.90
Moffat County,Colorado,10.50
Morgan County,Colorado,14.10
Ouray County,Colorado,17.50
Pitkin County,Colorado,11.50
Rio Blanco County,Colorado,12.40
Saguache County,Colorado,14.60
San Miguel County,Colorado,7.00
Teller County,Colorado,12.90
Washington County,Colorado,19.30
Polk County,Florida,18.00
St. Johns County,Florida,15.70
St. Lucie County,Florida,19.90
Santa Rosa County,Florida,12.90
Sarasota County,Florida,31.20
Sumter County,Florida,43.40
Union County,Florida,10.00
Volusia County,Florida,21.10
Washington County,Florida,15.40
Appling County,Georgia,13.50
Bacon County,Georgia,13.30
Banks County,Georgia,12.50
Berrien County,Georgia,13.80
Brantley County,Georgia,12.30
Bulloch County,Georgia,9.10
Burke County,Georgia,11.90
Calhoun County,Georgia,11.90
Carroll County,Georgia,11.00
Charlton County,Georgia,12.70
Cherokee County,Georgia,9.20
Clayton County,Georgia,6.60
Coffee County,Georgia,11.10
Coweta County,Georgia,10.40
Crawford County,Georgia,13.20
Dawson County,Georgia,14.00
Dodge County,Georgia,13.80
Dougherty County,Georgia,12.10
Echols County,Georgia,9.90
Effingham County,Georgia,9.10
Elbert County,Georgia,16.80
Evans County,Georgia,13.70
Fannin County,Georgia,21.90
Floyd County,Georgia,14.20
Wrangell City and Borough,Alaska,15.80
Yukon-Koyukuk Census Area,Alaska,10.20
Graham County,Arizona,11.40
Indian River County,Florida,27.20
Jackson County,Florida,15.70
Jefferson County,Florida,16.50
Levy County,Florida,19.40
Madison County,Florida,15.80
Nassau County,Florida,16.20
Okaloosa County,Florida,13.90
Orange County,Florida,9.70
Osceola County,Florida,11.00
Palm Beach County,Florida,21.60
Crittenden County,Arkansas,10.80
Faulkner County,Arkansas,10.00
Franklin County,Arkansas,16.60
Grant County,Arkansas,14.50
Hempstead County,Arkansas,15.00
Hot Spring County,Arkansas,15.70
Jackson County,Arkansas,15.90
Lafayette County,Arkansas,19.40
Little River County,Arkansas,17.10
Madison County,Arkansas,15.60
Marion County,Arkansas,23.80
Nevada County,Arkansas,17.70
Ouachita County,Arkansas,17.00
Perry County,Arkansas,16.70
Phillips County,Arkansas,15.00
Polk County,Arkansas,19.50
Pope County,Arkansas,13.10
Aleutians East Borough,Alaska,4.90
Saline County,Arkansas,14.80
Scott County,Arkansas,17.00
Sevier County,Arkansas,12.60
Stone County,Arkansas,22.80
Wilkes County,Georgia,18.60
Hawaii County,Hawaii,14.50
Ada County,Idaho,10.50
Adams County,Idaho,20.80
Bear Lake County,Idaho,18.40
Benewah County,Idaho,18.30
Bingham County,Idaho,11.40
Blaine County,Idaho,11.60
Bonneville County,Idaho,10.90
Butte County,Idaho,17.50
Cassia County,Idaho,12.90
Clearwater County,Idaho,22.40
Franklin County,Idaho,12.80
Greenlee County,Arizona,12.00
Mohave County,Arizona,23.30
Pinal County,Arizona,13.90
Yuma County,Arizona,15.70
Ashley County,Arkansas,16.20
Calhoun County,Arkansas,17.20
Carroll County,Arkansas,18.70
Clay County,Arkansas,20.00
Crawford County,Arkansas,13.30
Boone County,Illinois,11.70
Bureau County,Illinois,18.10
Calhoun County,Illinois,20.10
Clark County,Illinois,18.00
Crawford County,Illinois,16.80
DeKalb County,Illinois,9.80
Douglas County,Illinois,15.80
DuPage County,Illinois,11.60
Edwards County,Illinois,17.70
Fayette County,Illinois,16.20
Ford County,Illinois,18.70
Gallatin County,Illinois,20.50
Jackson County,Illinois,11.60
Jefferson County,Illinois,16.20
Jersey County,Illinois,15.70
Jo Daviess County,Illinois,21.30
Kendall County,Illinois,7.30
LaSalle County,Illinois,16.40
Lawrence County,Illinois,15.90
Logan County,Illinois,15.70
McDonough County,Illinois,14.20
McHenry County,Illinois,10.10
Macoupin County,Illinois,17.10
Mason County,Illinois,19.10
Massac County,Illinois,18.40
Monroe County,Illinois,14.10
Ogle County,Illinois,15.20
Piatt County,Illinois,16.20
Pulaski County,Illinois,18.20
Richland County,Illinois,19.20
Rock Island County,Illinois,16.20
Saline County,Illinois,18.40
Sangamon County,Illinois,13.90
Stephenson County,Illinois,18.80
Vermilion County,Illinois,16.30
Washington County,Illinois,17.00
Whiteside County,Illinois,17.50
Will County,Illinois,9.30
Adams County,Indiana,13.80
Blackford County,Indiana,17.80
Boone County,Indiana,11.70
Carroll County,Indiana,15.80
Clay County,Indiana,15.10
