County,State,Value
Kimball County,Nebraska,3821.00
Sargent County,North Dakota,3829.00
Smith County,Kansas,3853.00
Osborne County,Kansas,3858.00
Norton city,Virginia,3958.00
Chase County,Nebraska,3966.00
Fisher County,Texas,3974.00
Adams County,Idaho,3976.00
Kearny County,Kansas,3977.00
Wahkiakum County,Washington,3978.00
Cavalier County,North Dakota,3993.00
Storey County,Nevada,4010.00
Mason County,Texas,4012.00
Adams County,Iowa,4029.00
Echols County,Georgia,4034.00
Lake of the Woods County,Minnesota,4045.00
Corson County,South Dakota,4050.00
Edmunds County,South Dakota,4071.00
Columbia County,Washington,4078.00
Concho County,Texas,4087.00
Red Lake County,Minnesota,4089.00
Sutton County,Texas,4128.00
Knox County,Missouri,4131.00
LaMoure County,North Dakota,4139.00
Hardeman County,Texas,4139.00
Ellis County,Oklahoma,4151.00
Sioux County,North Dakota,4153.00
Wells County,North Dakota,4207.00
Mineral County,Montana,4223.00
Menominee County,Wisconsin,4232.00
Phillips County,Montana,4253.00
Custer County,Colorado,4255.00
Haskell County,Kansas,4256.00
Valley County,Nebraska,4260.00
Gregory County,South Dakota,4271.00
Oneida County,Idaho,4286.00
Hardin County,Illinois,4320.00
Pierce County,North Dakota,4357.00
Deuel County,South Dakota,4364.00
Custer County,Idaho,4368.00
Crane County,Texas,4375.00
Tyrrell County,North Carolina,4407.00
Florence County,Wisconsin,4423.00
Schuyler County,Missouri,4431.00
Ouray County,Colorado,4436.00
Stafford County,Kansas,4437.00
Phillips County,Colorado,4442.00
Pope County,Illinois,4470.00
Nuckolls County,Nebraska,4500.00
Grant County,Oklahoma,4527.00
Musselshell County,Montana,4538.00
Union County,New Mexico,4549.00
Kittson County,Minnesota,4552.00
Meade County,Kansas,4575.00
Kimble County,Texas,4607.00
Marshall County,South Dakota,4656.00
Guadalupe County,New Mexico,4687.00
Bath County,Virginia,4731.00
Owsley County,Kentucky,4755.00
Mineral County,Nevada,4772.00
Martin County,Texas,4799.00
Dewey County,Oklahoma,4810.00
Hot Springs County,Wyoming,4812.00
Washington County,Colorado,4814.00
Hamilton County,New York,4836.00
Scotland County,Missouri,4843.00
Dillingham Census Area,Alaska,4847.00
Barber County,Kansas,4861.00
Mora County,New Mexico,4881.00
Hidalgo County,New Mexico,4894.00
Hickman County,Kentucky,4902.00
Holt County,Missouri,4912.00
Sharkey County,Mississippi,4916.00
Scott County,Kansas,4936.00
Mills County,Texas,4936.00
Furnas County,Nebraska,4959.00
Putnam County,Missouri,4979.00
Republic County,Kansas,4980.00
Schley County,Georgia,5010.00
Morrill County,Nebraska,5042.00
Pickett County,Tennessee,5077.00
Cameron County,Pennsylvania,5085.00
Calhoun County,Illinois,5089.00
Carlisle County,Kentucky,5104.00
Ringgold County,Iowa,5131.00
Kingsbury County,South Dakota,5148.00
Garfield County,Utah,5172.00
Cook County,Minnesota,5176.00
Rooks County,Kansas,5181.00
Craig County,Virginia,5190.00
Lincoln County,Idaho,5208.00
Johnson County,Nebraska,5217.00
Thayer County,Nebraska,5228.00
Delta County,Texas,5231.00
Tensas Parish,Louisiana,5252.00
Brule County,South Dakota,5255.00
Big Stone County,Minnesota,5269.00
Dickey County,North Dakota,5289.00
Jim Hogg County,Texas,5300.00
Dewey County,South Dakota,5301.00
Toole County,Montana,5324.00
Lincoln County,Nevada,5345.00
Scott County,Illinois,5355.00
Calhoun County,Arkansas,5368.00
McHenry County,North Dakota,5395.00
Polk County,Nebraska,5406.00
Wheeler County,Texas,5410.00
Mahnomen County,Minnesota,5413.00
Walworth County,South Dakota,5438.00
Gilpin County,Colorado,5441.00
Ransom County,North Dakota,5457.00
Lincoln County,Colorado,5467.00
Sheridan County,Nebraska,5469.00
Boone County,Nebraska,5505.00
Van Buren County,Tennessee,5548.00
Prince of Wales-Hyder Census Area,Alaska,5559.00
Aleutians West Census Area,Alaska,5561.00
Yukon-Koyukuk Census Area,Alaska,5588.00
Gallatin County,Illinois,5589.00
Broadwater County,Montana,5612.00
Hansford County,Texas,5613.00
McCook County,South Dakota,5618.00
Beaver County,Oklahoma,5636.00
Phillips County,Kansas,5642.00
Alfalfa County,Oklahoma,5642.00
Tripp County,South Dakota,5644.00
Norton County,Kansas,5671.00
Atchison County,Missouri,5685.00
Day County,South Dakota,5710.00
Cherry County,Nebraska,5713.00
Wirt County,West Virginia,5717.00
Stevens County,Kansas,5724.00
Lander County,Nevada,5775.00
Washington County,Kansas,5799.00
Hyde County,North Carolina,5810.00
Chouteau County,Montana,5813.00
Crowley County,Colorado,5823.00
Warren County,Georgia,5834.00
Fillmore County,Nebraska,5890.00
Lincoln County,Minnesota,5896.00
Haskell County,Texas,5899.00
Hamlin County,South Dakota,5903.00
Lynn County,Texas,5915.00
Iron County,Wisconsin,5916.00
Morris County,Kansas,5923.00
Coal County,Oklahoma,5925.00
Emporia city,Virginia,5927.00
Covington city,Virginia,5961.00
Bear Lake County,Idaho,5986.00
Stark County,Illinois,5994.00
Dixon County,Nebraska,6000.00
Putnam County,Illinois,6006.00
Gray County,Kansas,6006.00
Sherman County,Kansas,6010.00
Grant County,Minnesota,6018.00
Harper County,Kansas,6034.00
Stewart County,Georgia,6058.00
Crosby County,Texas,6059.00
Hartley County,Texas,6062.00
Teton County,Montana,6073.00
Ottawa County,Kansas,6091.00
Saguache County,Colorado,6108.00
Audubon County,Iowa,6119.00
Miller County,Georgia,6125.00
Ohio County,Indiana,6128.00
Stanton County,Nebraska,6129.00
San Saba County,Texas,6131.00
Pondera County,Montana,6153.00
Pulaski County,Illinois,6161.00
Carson County,Texas,6182.00
Cotton County,Oklahoma,6193.00
Bedford city,Virginia,6222.00
Greer County,Oklahoma,6239.00
Carter County,Missouri,6265.00
Howard County,Nebraska,6274.00
Menifee County,Kentucky,6306.00
Essex County,Vermont,6306.00
Taylor County,Iowa,6317.00
McKenzie County,North Dakota,6360.00
Moore County,Tennessee,6362.00
Mitchell County,Kansas,6373.00
Shelby County,Missouri,6373.00
Wayne County,Iowa,6403.00
Spink County,South Dakota,6415.00
Sullivan County,Pennsylvania,6428.00
Bottineau County,North Dakota,6429.00
Floyd County,Texas,6446.00
Garza County,Texas,6461.00
Osceola County,Iowa,6462.00
Jefferson County,Oklahoma,6472.00
Moody County,South Dakota,6486.00
Kearney County,Nebraska,6489.00
Blaine County,Montana,6491.00
Ellsworth County,Kansas,6497.00
Bent County,Colorado,6499.00
Clay County,Nebraska,6542.00
Wilkin County,Minnesota,6576.00
Beaver County,Utah,6629.00
Luce County,Michigan,6631.00
Buena Vista city,Virginia,6650.00
Benson County,North Dakota,6660.00
Rio Blanco County,Colorado,6666.00
Antelope County,Nebraska,6685.00
Greenwood County,Kansas,6689.00
Calhoun County,Georgia,6694.00
Reynolds County,Missouri,6696.00
Dallam County,Texas,6703.00
Huerfano County,Colorado,6711.00
Sullivan County,Missouri,6714.00
Edwards County,Illinois,6721.00
Gentry County,Missouri,6738.00
Pershing County,Nevada,6753.00
Ontonagon County,Michigan,6780.00
Clinch County,Georgia,6798.00
Fulton County,Kentucky,6813.00
Hancock County,Tennessee,6819.00
Bland County,Virginia,6824.00
Cameron Parish,Louisiana,6839.00
Norman County,Minnesota,6852.00
Cumberland County,Kentucky,6856.00
Burt County,Nebraska,6858.00
Talbot County,Georgia,6865.00
Treutlen County,Georgia,6885.00
La Salle County,Texas,6886.00
Brown County,Illinois,6937.00
Thurston County,Nebraska,6940.00
King and Queen County,Virginia,6945.00
Caribou County,Idaho,6963.00
Russell County,Kansas,6970.00
Grand Isle County,Vermont,6970.00
Pawnee County,Kansas,6973.00
Wallowa County,Oregon,7008.00
Powell County,Montana,7027.00
Boise County,Idaho,7028.00
Southeast Fairbanks Census Area,Alaska,7029.00
Childress County,Texas,7041.00
Galax city,Virginia,7042.00
Lexington city,Virginia,7042.00
Wabaunsee County,Kansas,7053.00
Surry County,Virginia,7058.00
Bon Homme County,South Dakota,7070.00
Crook County,Wyoming,7083.00
Ida County,Iowa,7089.00
Fall River County,South Dakota,7094.00
Winkler County,Texas,7110.00
Kane County,Utah,7125.00
Nicholas County,Kentucky,7135.00
Clark County,Missouri,7139.00
Tucker County,West Virginia,7141.00
Bailey County,Texas,7165.00
Weston County,Wyoming,7208.00
Goliad County,Texas,7210.00
Brooks County,Texas,7223.00
Nemaha County,Nebraska,7248.00
Charles City County,Virginia,7256.00
Lac qui Parle County,Minnesota,7259.00
Woodruff County,Arkansas,7260.00
Pierce County,Nebraska,7266.00
Lake County,Colorado,7310.00
Pocahontas County,Iowa,7310.00
Henderson County,Illinois,7331.00
Hutchinson County,South Dakota,7343.00
Wolfe County,Kentucky,7355.00
Grant County,South Dakota,7356.00
San Miguel County,Colorado,7359.00
Valley County,Montana,7369.00
Rappahannock County,Virginia,7373.00
Refugio County,Texas,7383.00
Pembina County,North Dakota,7413.00
Wheeler County,Georgia,7421.00
Harney County,Oregon,7422.00
Fremont County,Iowa,7441.00
Grant County,Oregon,7445.00
Wade Hampton Census Area,Alaska,7459.00
Pepin County,Wisconsin,7469.00
Union County,Indiana,7516.00
Northwest Arctic Borough,Alaska,7523.00
Major County,Oklahoma,7527.00
Schuyler County,Illinois,7544.00
Jefferson County,Nebraska,7547.00
Ferry County,Washington,7551.00
Van Buren County,Iowa,7570.00
Worth County,Iowa,7598.00
Pleasants County,West Virginia,7605.00
Calhoun County,West Virginia,7627.00
Lafayette County,Arkansas,7645.00
Mountrail County,North Dakota,7673.00
Adair County,Iowa,7682.00
Madison County,Montana,7691.00
Pendleton County,West Virginia,7695.00
Forest County,Pennsylvania,7716.00
Randolph County,Georgia,7719.00
Jefferson County,Mississippi,7726.00
East Carroll Parish,Louisiana,7759.00
Power County,Idaho,7817.00
Presidio County,Texas,7818.00
Grant County,Kansas,7829.00
Chariton County,Missouri,7831.00
Lake County,Tennessee,7832.00
Merrick County,Nebraska,7845.00
Elliott County,Kentucky,7852.00
Swisher County,Texas,7854.00
Kingman County,Kansas,7858.00
Clay County,Tennessee,7861.00
Trousdale County,Tennessee,7870.00
Yoakum County,Texas,7879.00
Dade County,Missouri,7883.00
Lee County,Kentucky,7887.00
Lake County,Oregon,7895.00
Thomas County,Kansas,7900.00
Perry County,Tennessee,7915.00
Lemhi County,Idaho,7936.00
Doniphan County,Kansas,7945.00
Monroe County,Iowa,7970.00
Tillman County,Oklahoma,7992.00
Lincoln County,Georgia,7996.00
Castro County,Texas,8062.00
Anderson County,Kansas,8102.00
Dallas County,Arkansas,8116.00
Franklin County,Mississippi,8118.00
Traill County,North Dakota,8121.00
Monroe County,Arkansas,8149.00
Searcy County,Arkansas,8195.00
Doddridge County,West Virginia,8202.00
Custer County,South Dakota,8216.00
Quitman County,Mississippi,8223.00
Alexander County,Illinois,8238.00
Ballard County,Kentucky,8249.00
Conejos County,Colorado,8256.00
Kit Carson County,Colorado,8270.00
McCulloch County,Texas,8283.00
Lyon County,Kentucky,8314.00
Newton County,Arkansas,8330.00
Jenkins County,Georgia,8340.00
Turner County,South Dakota,8347.00
Richardson County,Nebraska,8363.00
Liberty County,Florida,8365.00
Keith County,Nebraska,8368.00
Atkinson County,Georgia,8375.00
Butler County,Nebraska,8395.00
Mercer County,North Dakota,8424.00
Houston County,Tennessee,8426.00
Daviess County,Missouri,8433.00
Greenlee County,Arizona,8437.00
Shannon County,Missouri,8441.00
Hamilton County,Illinois,8457.00
Decatur County,Iowa,8457.00
Schoolcraft County,Michigan,8485.00
Bracken County,Kentucky,8488.00
Somervell County,Texas,8490.00
Warren County,Indiana,8508.00
Hamilton County,Texas,8517.00
Washakie County,Wyoming,8533.00
Clay County,Kansas,8535.00
Choctaw County,Mississippi,8547.00
Hancock County,Kentucky,8565.00
Johnson County,Wyoming,8569.00
Franklin city,Virginia,8582.00
Gallatin County,Kentucky,8589.00
Coffey County,Kansas,8601.00
Oscoda County,Michigan,8640.00
Platte County,Wyoming,8667.00
Cleveland County,Arkansas,8689.00
Gilmer County,West Virginia,8693.00
Clearwater County,Minnesota,8695.00
Knox County,Nebraska,8701.00
Prairie County,Arkansas,8715.00
Pocahontas County,West Virginia,8719.00
Murray County,Minnesota,8725.00
Seminole County,Georgia,8729.00
Benton County,Mississippi,8729.00
Marion County,Georgia,8742.00
Davis County,Iowa,8753.00
Clearwater County,Idaho,8761.00
Trimble County,Kentucky,8809.00
Monroe County,Missouri,8840.00
Cedar County,Nebraska,8852.00
Benton County,Indiana,8854.00
Baraga County,Michigan,8860.00
Graham County,North Carolina,8861.00
San Augustine County,Texas,8865.00
Lafayette County,Florida,8870.00
Woods County,Oklahoma,8878.00
Sitka City and Borough,Alaska,8881.00
Coleman County,Texas,8895.00
Lucas County,Iowa,8898.00
Taylor County,Georgia,8906.00
Turner County,Georgia,8930.00
Harrison County,Missouri,8957.00
McLean County,North Dakota,8962.00
Dawson County,Montana,8966.00
Mathews County,Virginia,8978.00
Nevada County,Arkansas,8997.00
Twiggs County,Georgia,9023.00
Quay County,New Mexico,9041.00
Jack County,Texas,9044.00
Greene County,Alabama,9045.00
Archer County,Texas,9054.00
Clear Creek County,Colorado,9088.00
Red River Parish,Louisiana,9091.00
Stillwater County,Montana,9117.00
Montgomery County,Georgia,9123.00
Hamilton County,Nebraska,9124.00
Charles Mix County,South Dakota,9129.00
Cuming County,Nebraska,9139.00
Webster County,West Virginia,9154.00
Maries County,Missouri,9176.00
Dawes County,Nebraska,9182.00
Phelps County,Nebraska,9188.00
Tyler County,West Virginia,9208.00
Grand County,Utah,9225.00
Brewster County,Texas,9232.00
Rosebud County,Montana,9233.00
Monona County,Iowa,9243.00
Beaverhead County,Montana,9246.00
Richmond County,Virginia,9254.00
Wilcox County,Georgia,9255.00
Benewah County,Idaho,9285.00
Clarke County,Iowa,9286.00
Carroll County,Missouri,9295.00
Deer Lodge County,Montana,9298.00
Forest County,Wisconsin,9304.00
Terrell County,Georgia,9315.00
Crittenden County,Kentucky,9315.00
Greene County,Iowa,9336.00
Humphreys County,Mississippi,9375.00
Clay County,West Virginia,9386.00
Mitchell County,Texas,9403.00
Wilson County,Kansas,9409.00
Palo Alto County,Iowa,9421.00
Love County,Oklahoma,9423.00
Caldwell County,Missouri,9424.00
Hancock County,Georgia,9429.00
North Slope Borough,Alaska,9430.00
Marshall County,Minnesota,9439.00
Kiowa County,Oklahoma,9446.00
Morgan County,Utah,9469.00
Montgomery County,Arkansas,9487.00
Nome Census Area,Alaska,9492.00
Livingston County,Kentucky,9519.00
McLean County,Kentucky,9531.00
Cloud County,Kansas,9533.00
Irwin County,Georgia,9538.00
Wilkinson County,Georgia,9563.00
Howard County,Iowa,9566.00
Wayne County,Nebraska,9595.00
Pipestone County,Minnesota,9596.00
Alger County,Michigan,9601.00
Claiborne County,Mississippi,9604.00
Todd County,South Dakota,9612.00
Hickory County,Missouri,9627.00
Stephens County,Texas,9630.00
Valdez-Cordova Census Area,Alaska,9636.00
Linn County,Kansas,9656.00
Pratt County,Kansas,9656.00
Calhoun County,Iowa,9670.00
Modoc County,California,9686.00
Rock County,Minnesota,9687.00
Jasper County,Illinois,9698.00
Ozark County,Missouri,9723.00
Stevens County,Minnesota,9726.00
Richland County,Montana,9746.00
Montmorency County,Michigan,9765.00
Swift County,Minnesota,9783.00
St. Clair County,Missouri,9805.00
Humboldt County,Iowa,9815.00
Valley County,Idaho,9862.00
Wilkinson County,Mississippi,9878.00
Johnson County,Georgia,9980.00
Camden County,North Carolina,9980.00
Brown County,Kansas,9984.00
Dimmit County,Texas,9996.00
Cheyenne County,Nebraska,9998.00
White Pine County,Nevada,10030.00
Yuma County,Colorado,10043.00
Cumberland County,Virginia,10052.00
Lanier County,Georgia,10078.00
Carbon County,Montana,10078.00
Rice County,Kansas,10083.00
Metcalfe County,Kentucky,10099.00
Butte County,South Dakota,10110.00
Marshall County,Kansas,10117.00
Caldwell Parish,Louisiana,10132.00
Howard County,Missouri,10144.00
Roberts County,South Dakota,10149.00
Jones County,North Carolina,10153.00
Ralls County,Missouri,10167.00
Teton County,Idaho,10170.00
Nantucket County,Massachusetts,10172.00
Nemaha County,Kansas,10178.00
Washington County,Idaho,10198.00
Lewis County,Missouri,10211.00
Ochiltree County,Texas,10223.00
McCormick County,South Carolina,10233.00
Juab County,Utah,10246.00
Sublette County,Wyoming,10247.00
Webster County,Mississippi,10253.00
Grundy County,Missouri,10261.00
Jackson County,Minnesota,10266.00
Parmer County,Texas,10269.00
Clinton County,Kentucky,10272.00
Emmet County,Iowa,10302.00
Martin County,Indiana,10334.00
Sac County,Iowa,10350.00
Catahoula Parish,Louisiana,10407.00
Allendale County,South Carolina,10419.00
Lee County,Arkansas,10424.00
Roosevelt County,Montana,10425.00
Holt County,Nebraska,10435.00
Yellow Medicine County,Minnesota,10438.00
Perry County,Arkansas,10445.00
Ritchie County,West Virginia,10449.00
Kemper County,Mississippi,10456.00
Towns County,Georgia,10471.00
Blanco County,Texas,10497.00
Runnels County,Texas,10501.00
Keokuk County,Iowa,10511.00
Colfax County,Nebraska,10515.00
Nowata County,Oklahoma,10536.00
Marion County,Texas,10546.00
Lincoln County,Washington,10570.00
Clay County,North Carolina,10587.00
Perry County,Alabama,10591.00
Wilkes County,Georgia,10593.00
Carroll County,Mississippi,10597.00
Franklin County,Texas,10605.00
Switzerland County,Indiana,10613.00
Iron County,Missouri,10630.00
Ward County,Texas,10658.00
Franklin County,Iowa,10680.00
Crawford County,Indiana,10713.00
Montgomery County,Iowa,10740.00
Clay County,Texas,10752.00
Mitchell County,Iowa,10776.00
Tunica County,Mississippi,10778.00
Carroll County,Kentucky,10811.00
Sabine County,Texas,10834.00
Owen County,Kentucky,10841.00
Winnebago County,Iowa,10866.00
Lake County,Minnesota,10866.00
Oregon County,Missouri,10881.00
Bullock County,Alabama,10914.00
Rains County,Texas,10914.00
Montgomery County,Mississippi,10925.00
Custer County,Nebraska,10939.00
Alcona County,Michigan,10942.00
Guthrie County,Iowa,10954.00
Johnston County,Oklahoma,10957.00
Middlesex County,Virginia,10959.00
Monroe County,Kentucky,10963.00
Boundary County,Idaho,10972.00
Emery County,Utah,10976.00
Pope County,Minnesota,10995.00
Candler County,Georgia,10998.00
Evans County,Georgia,11000.00
Early County,Georgia,11008.00
Cumberland County,Illinois,11048.00
Red Willow County,Nebraska,11055.00
Barnes County,North Dakota,11066.00
Skamania County,Washington,11066.00
Bacon County,Georgia,11096.00
Mackinac County,Michigan,11113.00
Walsh County,North Dakota,11119.00
Essex County,Virginia,11151.00
Latimer County,Oklahoma,11154.00
Alleghany County,North Carolina,11155.00
Morrow County,Oregon,11173.00
Lake County,South Dakota,11200.00
St. Helena Parish,Louisiana,11203.00
Watonwan County,Minnesota,11211.00
Scott County,Arkansas,11233.00
Green County,Kentucky,11258.00
Chattahoochee County,Georgia,11267.00
Pike County,Arkansas,11291.00
Lowndes County,Alabama,11299.00
Box Butte County,Nebraska,11308.00
Leslie County,Kentucky,11310.00
Hancock County,Iowa,11341.00
Louisa County,Iowa,11387.00
Lancaster County,Virginia,11391.00
Jefferson County,Montana,11406.00
Sanders County,Montana,11413.00
Ramsey County,North Dakota,11451.00
Bradley County,Arkansas,11508.00
Owyhee County,Idaho,11526.00
Live Oak County,Texas,11531.00
Coosa County,Alabama,11539.00
Lake County,Michigan,11539.00
Noxubee County,Mississippi,11545.00
Franklin County,Florida,11549.00
Noble County,Oklahoma,11561.00
Pushmataha County,Oklahoma,11572.00
Lyon County,Iowa,11581.00
Fergus County,Montana,11586.00
Bath County,Kentucky,11591.00
West Carroll Parish,Louisiana,11604.00
Washita County,Oklahoma,11629.00
Jackson County,Tennessee,11638.00
Big Horn County,Wyoming,11668.00
Wilcox County,Alabama,11670.00
Zavala County,Texas,11677.00
Cottonwood County,Minnesota,11687.00
Custer County,Montana,11699.00
Washington County,Kentucky,11717.00
Meigs County,Tennessee,11753.00
Decatur County,Tennessee,11757.00
Duval County,Texas,11782.00
Chicot County,Arkansas,11800.00
Iron County,Michigan,11817.00
Heard County,Georgia,11834.00
Grant County,West Virginia,11937.00
Blaine County,Oklahoma,11943.00
Wabash County,Illinois,11947.00
Rio Grande County,Colorado,11982.00
Sierra County,New Mexico,11988.00
Pulaski County,Georgia,12010.00
Cherokee County,Iowa,12072.00
Archuleta County,Colorado,12084.00
Sussex County,Virginia,12087.00
Madison Parish,Louisiana,12093.00
Poquoson city,Virginia,12150.00
Edmonson County,Kentucky,12161.00
Lewis County,Tennessee,12161.00
Shelby County,Iowa,12167.00
Charlton County,Georgia,12171.00
Okfuskee County,Oklahoma,12191.00
Gates County,North Carolina,12197.00
Madison County,Missouri,12226.00
Montgomery County,Missouri,12236.00
Greensville County,Virginia,12243.00
Fulton County,Arkansas,12245.00
Perry County,Mississippi,12250.00
Northumberland County,Virginia,12330.00
Falls Church city,Virginia,12332.00
Bollinger County,Missouri,12363.00
Northampton County,Virginia,12389.00
Stone County,Arkansas,12394.00
Camp County,Texas,12401.00
Barton County,Missouri,12402.00
Chickasaw County,Iowa,12439.00
