County,State,Value
Valdez-Cordova Census Area,Alaska,39.80
Wade Hampton Census Area,Alaska,21.90
Cochise County,Arizona,39.70
Maricopa County,Arizona,34.60
Arkansas County,Arkansas,40.70
Boone County,Arkansas,41.40
Clark County,Arkansas,33.50
Conway County,Arkansas,40.50
Drew County,Arkansas,36.90
Garland County,Arkansas,44.40
Howard County,Arkansas,38.40
Johnson County,Arkansas,37.20
Lonoke County,Arkansas,35.30
Montgomery County,Arkansas,46.80
Newton County,Arkansas,46.00
Poinsett County,Arkansas,39.80
St. Francis County,Arkansas,37.20
Searcy County,Arkansas,46.80
Wheeler County,Georgia,37.90
Whitfield County,Georgia,34.00
Wilkinson County,Georgia,41.10
Maui County,Hawaii,39.60
Boise County,Idaho,48.40
Boundary County,Idaho,42.80
Gem County,Idaho,42.90
Jefferson County,Idaho,30.00
Latah County,Idaho,28.30
Minidoka County,Idaho,35.30
Teton County,Idaho,33.20
Bond County,Illinois,39.70
Brown County,Illinois,37.30
Champaign County,Illinois,28.90
Coles County,Illinois,31.60
Cumberland County,Illinois,40.90
Effingham County,Illinois,39.20
Franklin County,Illinois,41.80
Hamilton County,Illinois,43.10
Henderson County,Illinois,47.20
Iroquois County,Illinois,43.40
Johnson County,Illinois,42.20
Knox County,Illinois,42.00
Livingston County,Illinois,40.80
Marion County,Illinois,41.40
Menard County,Illinois,42.60
Moultrie County,Illinois,40.30
Perry County,Illinois,39.40
Putnam County,Illinois,45.20
Schuyler County,Illinois,43.60
Stark County,Illinois,43.80
Tazewell County,Illinois,39.80
Wayne County,Illinois,42.90
Woodford County,Illinois,39.60
Benton County,Indiana,40.10
Cass County,Indiana,38.70
Daviess County,Indiana,35.40
Dubois County,Indiana,39.90
Franklin County,Indiana,40.00
Hamilton County,Indiana,35.60
Howard County,Indiana,40.70
Jennings County,Indiana,38.40
Kosciusko County,Indiana,37.70
Madison County,Indiana,39.20
Martin County,Indiana,41.80
Noble County,Indiana,37.10
Ohio County,Indiana,43.70
Pulaski County,Indiana,41.70
Ripley County,Indiana,39.20
Starke County,Indiana,40.40
Tipton County,Indiana,42.60
Warrick County,Indiana,39.70
Wells County,Indiana,40.20
Whitley County,Indiana,40.10
Benton County,Iowa,40.90
Bremer County,Iowa,39.30
Calhoun County,Iowa,47.80
Cherokee County,Iowa,47.00
Clarke County,Iowa,40.20
Glascock County,Georgia,39.30
Gordon County,Georgia,36.00
Grady County,Georgia,37.80
Hall County,Georgia,34.50
Jackson County,Georgia,37.10
Jones County,Georgia,38.70
Laurens County,Georgia,38.00
Lumpkin County,Georgia,36.10
Marion County,Georgia,40.80
Miller County,Georgia,41.70
Newton County,Georgia,34.70
Peach County,Georgia,33.30
Polk County,Georgia,36.20
Randolph County,Georgia,42.80
Seminole County,Georgia,43.70
Taliaferro County,Georgia,45.90
Tift County,Georgia,34.50
Troup County,Georgia,36.30
Upson County,Georgia,40.30
Washington County,Georgia,38.90
Clay County,Kansas,43.30
Cloud County,Kansas,42.20
Decatur County,Kansas,51.40
Elk County,Kansas,48.80
Graham County,Kansas,49.40
Hamilton County,Kansas,33.50
Jackson County,Kansas,40.70
Kingman County,Kansas,44.50
Lincoln County,Kansas,46.40
Marion County,Kansas,44.60
Morris County,Kansas,47.20
Ness County,Kansas,48.20
Pawnee County,Kansas,43.20
Reno County,Kansas,39.90
Rooks County,Kansas,44.10
Sedgwick County,Kansas,34.20
Stafford County,Kansas,45.60
Trego County,Kansas,49.30
Wichita County,Kansas,40.30
Wilson County,Kansas,43.10
Adair County,Kentucky,39.00
Allen County,Kentucky,39.20
Bell County,Kentucky,41.00
Breathitt County,Kentucky,40.00
Butler County,Kentucky,40.10
Carter County,Kentucky,39.30
Edmonson County,Kentucky,41.30
Estill County,Kentucky,41.30
Gallatin County,Kentucky,37.40
Grant County,Kentucky,35.30
Hart County,Kentucky,40.10
Hopkins County,Kentucky,40.40
Kenton County,Kentucky,36.00
Lee County,Kentucky,40.90
Logan County,Kentucky,40.20
Madison County,Kentucky,33.70
Metcalfe County,Kentucky,40.70
Montgomery County,Kentucky,38.00
Nelson County,Kentucky,37.70
Ohio County,Kentucky,39.10
Owen County,Kentucky,40.10
Powell County,Kentucky,38.70
Rockcastle County,Kentucky,40.60
Trigg County,Kentucky,44.20
Webster County,Kentucky,40.10
Allen Parish,Louisiana,37.40
Bienville Parish,Louisiana,41.80
Claiborne Parish,Louisiana,40.70
Iberville Parish,Louisiana,37.90
Lafayette Parish,Louisiana,33.20
Livingston Parish,Louisiana,34.40
Pointe Coupee Parish,Louisiana,41.40
St. Charles Parish,Louisiana,36.50
St. James Parish,Louisiana,37.90
Union Parish,Louisiana,41.00
Clinton County,Iowa,41.40
Crawford County,Iowa,38.40
Delaware County,Iowa,42.10
Emmet County,Iowa,41.00
Floyd County,Iowa,43.30
Hamilton County,Iowa,42.30
Henry County,Iowa,40.20
Iowa County,Iowa,42.40
Jones County,Iowa,42.70
Linn County,Iowa,36.50
Madison County,Iowa,39.80
Marion County,Iowa,38.60
Montgomery County,Iowa,44.60
O'Brien County,Iowa,43.60
Pocahontas County,Iowa,47.60
Sac County,Iowa,46.60
Story County,Iowa,26.70
Union County,Iowa,40.90
Warren County,Iowa,38.30
Worth County,Iowa,43.80
Atchison County,Kansas,36.30
Butler County,Kansas,37.20
Hillsdale County,Michigan,40.50
Ionia County,Michigan,37.00
Isabella County,Michigan,25.10
Kalamazoo County,Michigan,34.10
Kent County,Michigan,34.40
Livingston County,Michigan,40.90
Mackinac County,Michigan,49.00
Marquette County,Michigan,39.40
Midland County,Michigan,40.40
Missaukee County,Michigan,42.80
Newaygo County,Michigan,40.90
Osceola County,Michigan,41.80
Roscommon County,Michigan,53.30
Shiawassee County,Michigan,40.30
Washtenaw County,Michigan,33.30
Wexford County,Michigan,40.90
Benton County,Minnesota,34.10
Cottonwood County,Minnesota,44.20
Dodge County,Minnesota,36.40
Douglas County,Minnesota,43.10
Grant County,Minnesota,46.50
Hubbard County,Minnesota,46.40
Kandiyohi County,Minnesota,39.50
Lac qui Parle County,Minnesota,48.90
Le Sueur County,Minnesota,39.80
Lyon County,Minnesota,34.10
Meeker County,Minnesota,41.20
Murray County,Minnesota,46.80
Otter Tail County,Minnesota,46.30
Pope County,Minnesota,45.90
Renville County,Minnesota,44.20
Sherburne County,Minnesota,33.90
Steele County,Minnesota,38.50
Wadena County,Minnesota,43.30
Watonwan County,Minnesota,41.20
Alcorn County,Mississippi,39.20
Benton County,Mississippi,39.40
Choctaw County,Mississippi,41.90
Covington County,Mississippi,37.60
Greene County,Mississippi,36.60
Itawamba County,Mississippi,38.50
Jefferson Davis County,Mississippi,41.00
Kemper County,Mississippi,38.50
Webster Parish,Louisiana,40.30
West Baton Rouge Parish,Louisiana,35.80
Hancock County,Maine,46.30
Piscataquis County,Maine,48.10
Washington County,Maine,46.10
Calvert County,Maryland,40.10
Carroll County,Maryland,41.10
Charles County,Maryland,37.40
Howard County,Maryland,38.40
Kent County,Maryland,45.60
St. Mary's County,Maryland,36.00
Somerset County,Maryland,36.50
Barnstable County,Massachusetts,49.90
Franklin County,Massachusetts,44.20
Antrim County,Michigan,47.40
Branch County,Michigan,39.80
Clare County,Michigan,45.30
Crawford County,Michigan,47.70
Eaton County,Michigan,40.30
Gladwin County,Michigan,47.70
Iron County,Missouri,42.70
Jasper County,Missouri,35.10
Knox County,Missouri,43.60
Linn County,Missouri,42.20
Madison County,Missouri,41.00
Marion County,Missouri,39.00
Moniteau County,Missouri,37.80
Morgan County,Missouri,46.10
Perry County,Missouri,39.20
Pulaski County,Missouri,26.60
St. Clair County,Missouri,48.10
Saline County,Missouri,38.20
Sullivan County,Missouri,40.80
Washington County,Missouri,39.20
Webster County,Missouri,37.50
Cascade County,Montana,38.90
Golden Valley County,Montana,48.80
Lake County,Montana,41.30
Madison County,Montana,49.80
Pondera County,Montana,42.80
Silver Bow County,Montana,41.30
Treasure County,Montana,51.50
Wheatland County,Montana,44.90
Adams County,Nebraska,37.90
Blaine County,Nebraska,46.10
Butler County,Nebraska,44.30
Clay County,Nebraska,43.20
Colfax County,Nebraska,34.20
Dawson County,Nebraska,36.20
Fillmore County,Nebraska,46.30
Frontier County,Nebraska,43.10
Grant County,Nebraska,48.20
Hall County,Nebraska,35.80
Johnson County,Nebraska,43.30
Kearney County,Nebraska,43.30
Logan County,Nebraska,43.30
McPherson County,Nebraska,43.60
Nance County,Nebraska,45.00
Pawnee County,Nebraska,49.30
Pierce County,Nebraska,42.20
Polk County,Nebraska,45.30
Saline County,Nebraska,36.40
Sherman County,Nebraska,47.80
Stanton County,Nebraska,38.60
Valley County,Nebraska,46.90
Wheeler County,Nebraska,46.10
Eureka County,Nevada,42.40
Pershing County,Nevada,41.00
White Pine County,Nevada,40.80
Camden County,New Jersey,37.90
Gloucester County,New Jersey,38.70
Passaic County,New Jersey,36.10
Bernalillo County,New Mexico,35.80
Lauderdale County,Mississippi,37.00
Leake County,Mississippi,33.20
Leflore County,Mississippi,32.80
Marion County,Mississippi,37.70
Neshoba County,Mississippi,35.30
Perry County,Mississippi,38.70
Quitman County,Mississippi,37.30
Stone County,Mississippi,35.90
Tate County,Mississippi,36.00
Webster County,Mississippi,39.90
Winston County,Mississippi,39.50
Audrain County,Missouri,38.50
Bollinger County,Missouri,42.00
Camden County,Missouri,48.60
Carter County,Missouri,41.20
Christian County,Missouri,36.30
Crawford County,Missouri,40.60
Dent County,Missouri,43.00
Howard County,Missouri,39.20
Alamance County,North Carolina,38.70
Alleghany County,North Carolina,45.90
Bladen County,North Carolina,41.30
Buncombe County,North Carolina,40.60
Caldwell County,North Carolina,41.30
Clay County,North Carolina,49.60
Dare County,North Carolina,43.60
Davidson County,North Carolina,40.30
Forsyth County,North Carolina,37.20
Guilford County,North Carolina,36.30
Hertford County,North Carolina,41.00
Jones County,North Carolina,44.10
Martin County,North Carolina,44.00
Nash County,North Carolina,39.90
Pender County,North Carolina,41.10
Randolph County,North Carolina,39.50
Scotland County,North Carolina,38.40
Vance County,North Carolina,38.60
Wake County,North Carolina,34.40
Barnes County,North Dakota,44.30
Billings County,North Dakota,48.60
Cavalier County,North Dakota,50.30
Foster County,North Dakota,46.70
Grand Forks County,North Dakota,29.70
LaMoure County,North Dakota,49.20
Mountrail County,North Dakota,37.00
Ransom County,North Dakota,45.20
Rolette County,North Dakota,30.50
Steele County,North Dakota,47.70
Towner County,North Dakota,50.30
Allen County,Ohio,38.30
Brown County,Ohio,39.90
Clinton County,Ohio,38.70
Defiance County,Ohio,39.40
Fayette County,Ohio,39.40
Geauga County,Ohio,43.30
Guernsey County,Ohio,40.90
Hancock County,Ohio,38.50
Knox County,Ohio,38.30
Logan County,Ohio,39.90
Madison County,Ohio,39.10
Miami County,Ohio,40.60
Muskingum County,Ohio,39.50
Pike County,Ohio,39.20
Putnam County,Ohio,39.00
Seneca County,Ohio,38.80
Tuscarawas County,Ohio,40.90
Wayne County,Ohio,38.30
Wood County,Ohio,35.30
Beckham County,Oklahoma,35.40
Carter County,Oklahoma,38.20
Coal County,Oklahoma,41.00
Custer County,Oklahoma,31.20
Garfield County,Oklahoma,37.40
Greer County,Oklahoma,40.10
Eddy County,New Mexico,37.30
Guadalupe County,New Mexico,40.10
Lincoln County,New Mexico,49.40
Socorro County,New Mexico,36.90
Allegany County,New York,37.80
Chenango County,New York,42.90
Genesee County,New York,41.50
Herkimer County,New York,42.10
Lewis County,New York,40.20
Oneida County,New York,40.80
Otsego County,New York,40.90
Saratoga County,New York,40.90
Steuben County,New York,41.40
Warren County,New York,44.10
Yates County,New York,40.70
Blair County,Pennsylvania,42.00
Bradford County,Pennsylvania,43.40
Cambria County,Pennsylvania,43.80
Clarion County,Pennsylvania,39.40
Elk County,Pennsylvania,45.10
Indiana County,Pennsylvania,38.30
Lackawanna County,Pennsylvania,41.80
Mifflin County,Pennsylvania,42.50
Montour County,Pennsylvania,43.90
Potter County,Pennsylvania,44.90
Sullivan County,Pennsylvania,49.90
Warren County,Pennsylvania,45.10
Allendale County,South Carolina,38.80
Bamberg County,South Carolina,39.30
Clarendon County,South Carolina,41.40
Fairfield County,South Carolina,42.40
Greenwood County,South Carolina,37.90
Horry County,South Carolina,41.10
Laurens County,South Carolina,39.90
Newberry County,South Carolina,39.90
Spartanburg County,South Carolina,38.00
Beadle County,South Dakota,41.20
Brule County,South Dakota,41.30
Codington County,South Dakota,37.70
Davison County,South Dakota,37.80
Dewey County,South Dakota,30.00
Faulk County,South Dakota,46.90
Hand County,South Dakota,48.20
Jackson County,South Dakota,31.50
Kingsbury County,South Dakota,47.10
McCook County,South Dakota,42.70
Miner County,South Dakota,46.40
Potter County,South Dakota,50.60
Spink County,South Dakota,44.40
Turner County,South Dakota,43.70
Walworth County,South Dakota,47.20
Benton County,Tennessee,45.50
Blount County,Tennessee,41.40
Cannon County,Tennessee,41.40
Clay County,Tennessee,45.10
Decatur County,Tennessee,44.30
Franklin County,Tennessee,41.30
Hamblen County,Tennessee,39.60
Hawkins County,Tennessee,42.10
Humphreys County,Tennessee,41.90
Knox County,Tennessee,37.20
Loudon County,Tennessee,46.00
Marshall County,Tennessee,38.90
Morgan County,Tennessee,39.80
Polk County,Tennessee,42.50
Scott County,Tennessee,38.10
Sumner County,Tennessee,38.60
Union County,Tennessee,40.10
Harper County,Oklahoma,40.20
Hughes County,Oklahoma,40.10
Kingfisher County,Oklahoma,38.30
Lincoln County,Oklahoma,40.40
McClain County,Oklahoma,38.20
Mayes County,Oklahoma,39.40
Oklahoma County,Oklahoma,34.30
Pontotoc County,Oklahoma,35.70
Pushmataha County,Oklahoma,44.30
Washington County,Oklahoma,41.10
Woodward County,Oklahoma,37.00
Deschutes County,Oregon,40.20
Jefferson County,Oregon,39.60
Lake County,Oregon,47.40
Polk County,Oregon,37.10
Wheeler County,Oregon,53.00
Armstrong County,Pennsylvania,44.50
Gonzales County,Texas,37.20
Gray County,Texas,38.80
Grimes County,Texas,40.00
Hall County,Texas,43.50
Hansford County,Texas,35.50
Hill County,Texas,41.00
Howard County,Texas,38.50
Hutchinson County,Texas,37.80
Jim Hogg County,Texas,35.60
Johnson County,Texas,36.30
Kent County,Texas,48.40
Kerr County,Texas,47.30
Knox County,Texas,41.60
La Salle County,Texas,30.00
Live Oak County,Texas,43.80
Lubbock County,Texas,30.40
McLennan County,Texas,32.70
Mason County,Texas,49.30
Midland County,Texas,33.50
Montgomery County,Texas,36.10
Navarro County,Texas,37.10
Nolan County,Texas,39.00
Ochiltree County,Texas,31.80
Oldham County,Texas,34.40
Parker County,Texas,38.90
Rains County,Texas,45.80
Randall County,Texas,35.30
Roberts County,Texas,41.30
Rockwall County,Texas,35.90
Runnels County,Texas,42.30
San Saba County,Texas,40.60
Somervell County,Texas,40.30
Stephens County,Texas,40.10
Stonewall County,Texas,46.30
Terry County,Texas,35.10
Titus County,Texas,32.50
Upshur County,Texas,40.50
Uvalde County,Texas,35.30
Ward County,Texas,37.00
Williamson County,Texas,34.20
Wise County,Texas,38.40
Zavala County,Texas,30.80
Davis County,Utah,29.20
White County,Tennessee,42.00
Wilson County,Tennessee,39.30
Archer County,Texas,42.60
Armstrong County,Texas,46.20
Bastrop County,Texas,38.40
Blanco County,Texas,46.70
Brooks County,Texas,37.70
Burnet County,Texas,43.20
Camp County,Texas,38.30
Castro County,Texas,33.90
Cochran County,Texas,35.70
Concho County,Texas,41.40
Coryell County,Texas,29.80
Crane County,Texas,35.20
Dawson County,Texas,33.40
DeWitt County,Texas,42.80
Dimmit County,Texas,35.70
Edwards County,Texas,47.20
Fayette County,Texas,46.40
Franklin County,Texas,42.10
Garza County,Texas,33.70
Montgomery County,Virginia,26.60
Nelson County,Virginia,47.60
Patrick County,Virginia,46.80
Powhatan County,Virginia,41.60
Pulaski County,Virginia,44.10
Russell County,Virginia,43.00
Warren County,Virginia,39.70
Wythe County,Virginia,43.20
Alexandria city,Virginia,35.60
Bedford city,Virginia,42.90
Buena Vista city,Virginia,37.60
Charlottesville city,Virginia,27.80
Harrisonburg city,Virginia,22.70
Hopewell city,Virginia,36.50
Martinsville city,Virginia,43.60
Richmond city,Virginia,32.00
Salem city,Virginia,40.50
Waynesboro city,Virginia,38.80
Cowlitz County,Washington,40.20
Franklin County,Washington,28.40
Lewis County,Washington,41.50
Mason County,Washington,44.40
Spokane County,Washington,36.80
Barbour County,West Virginia,41.50
Boone County,West Virginia,40.70
Calhoun County,West Virginia,45.10
Gilmer County,West Virginia,38.00
Jackson County,West Virginia,42.20
Marion County,West Virginia,41.00
Monongalia County,West Virginia,29.10
Nicholas County,West Virginia,43.30
Preston County,West Virginia,42.00
Summers County,West Virginia,45.70
Webster County,West Virginia,44.10
Adams County,Wisconsin,49.20
Bayfield County,Wisconsin,49.40
Clark County,Wisconsin,37.20
Door County,Wisconsin,49.40
Dunn County,Wisconsin,33.50
Fond du Lac County,Wisconsin,40.20
Green Lake County,Wisconsin,44.50
Iowa County,Wisconsin,41.10
Jackson County,Wisconsin,41.40
Langlade County,Wisconsin,45.70
Marquette County,Wisconsin,47.40
Monroe County,Wisconsin,39.10
Polk County,Wisconsin,42.50
Rusk County,Wisconsin,45.80
Trempealeau County,Wisconsin,40.80
Washington County,Wisconsin,40.90
Wood County,Wisconsin,42.60
Natrona County,Wyoming,36.80
Platte County,Wyoming,47.50
Sheridan County,Wyoming,41.90
Weston County,Wyoming,42.30
Arecibo Municipio,Puerto Rico,38.60
Morgan County,Utah,32.00
Piute County,Utah,40.50
Salt Lake County,Utah,30.80
Wasatch County,Utah,31.60
Caledonia County,Vermont,42.10
Orleans County,Vermont,43.70
Amelia County,Virginia,42.70
Bath County,Virginia,47.50
Buckingham County,Virginia,41.70
Clarke County,Virginia,44.90
Culpeper County,Virginia,38.20
Floyd County,Virginia,43.60
Goochland County,Virginia,45.20
King William County,Virginia,39.40
Lunenburg County,Virginia,43.80
Madison County,Virginia,44.10
Choctaw County,Alabama,43.40
Clarke County,Alabama,40.20
Cleburne County,Alabama,40.60
Coffee County,Alabama,37.60
Coosa County,Alabama,44.20
Dallas County,Alabama,37.70
Etowah County,Alabama,40.20
Franklin County,Alabama,37.80
Geneva County,Alabama,42.00
Henry County,Alabama,42.80
Jackson County,Alabama,41.40
Lee County,Alabama,29.50
Lowndes County,Alabama,40.60
Macon County,Alabama,36.30
Madison County,Alabama,37.30
Marion County,Alabama,42.80
Marshall County,Alabama,38.20
Montgomery County,Alabama,34.90
Perry County,Alabama,37.20
Pike County,Alabama,31.40
Randolph County,Alabama,41.20
Russell County,Alabama,35.80
Shelby County,Alabama,36.90
Tallapoosa County,Alabama,42.40
Walker County,Alabama,41.20
Wilcox County,Alabama,38.80
Aleutians West Census Area,Alaska,40.70
Bristol Bay Borough,Alaska,42.80
Dillingham Census Area,Alaska,29.00
Juneau City and Borough,Alaska,38.10
Ketchikan Gateway Borough,Alaska,38.40
Matanuska-Susitna Borough,Alaska,34.80
North Slope Borough,Alaska,35.10
Petersburg Census Area,Alaska,41.50
Sitka City and Borough,Alaska,38.20
Woodruff County,Arkansas,43.30
Alpine County,California,46.70
Butte County,California,37.20
Calaveras County,California,49.20
Barranquitas Municipio,Puerto Rico,32.20
Caguas Municipio,Puerto Rico,37.30
Carolina Municipio,Puerto Rico,38.10
Comerí_o Municipi,Puerto Rico,35.00
Florida Municipio,Puerto Rico,35.20
Guaynabo Municipio,Puerto Rico,39.70
Humacao Municipio,Puerto Rico,37.70
Las Marí_as Municipi,Puerto Rico,36.30
Maricao Municipio,Puerto Rico,36.20
Naranjito Municipio,Puerto Rico,35.20
Quebradillas Municipio,Puerto Rico,36.50
San Lorenzo Municipio,Puerto Rico,36.70
Toa Alta Municipio,Puerto Rico,34.20
Vega Baja Municipio,Puerto Rico,36.50
Bibb County,Alabama,37.80
Bullock County,Alabama,38.50
Calhoun County,Alabama,38.20
Mendocino County,California,41.50
Modoc County,California,46.10
Mono County,California,37.20
Nevada County,California,47.60
Orange County,California,36.20
Riverside County,California,33.70
San Benito County,California,34.30
San Diego County,California,34.60
San Francisco County,California,38.50
Santa Barbara County,California,33.60
Santa Cruz County,California,36.90
Siskiyou County,California,47.00
Solano County,California,36.90
Sutter County,California,34.50
Tehama County,California,39.50
Trinity County,California,49.30
Tuolumne County,California,47.30
Yolo County,California,30.40
Adams County,Colorado,32.40
Archuleta County,Colorado,48.40
Baca County,Colorado,47.40
Chaffee County,Colorado,47.40
Conejos County,Colorado,38.20
Delta County,Colorado,45.60
Dolores County,Colorado,44.70
Elbert County,Colorado,43.80
Fremont County,Colorado,43.60
Kiowa County,Colorado,47.40
Contra Costa County,California,38.50
Del Norte County,California,39.10
El Dorado County,California,43.60
Imperial County,California,31.90
Kern County,California,30.70
Kings County,California,31.10
Madera County,California,33.00
Sabine County,Texas,50.50
Middlesex County,Connecticut,43.10
New London County,Connecticut,40.40
Tolland County,Connecticut,38.30
Sussex County,Delaware,45.40
District of Columbia,District of Columbia,33.80
Baker County,Florida,36.00
Brevard County,Florida,45.50
Broward County,Florida,39.70
Citrus County,Florida,54.00
Collier County,Florida,46.90
Duval County,Florida,35.80
Gilchrist County,Florida,40.60
Glades County,Florida,43.10
Gulf County,Florida,42.70
Hardee County,Florida,32.80
Hendry County,Florida,32.80
Hernando County,Florida,47.70
Lake County,Colorado,35.00
La Plata County,Colorado,38.40
Larimer County,Colorado,35.50
Lincoln County,Colorado,40.90
Mesa County,Colorado,38.10
Moffat County,Colorado,35.80
Morgan County,Colorado,36.00
Ouray County,Colorado,50.00
Pitkin County,Colorado,42.00
Rio Blanco County,Colorado,38.00
Saguache County,Colorado,43.30
San Miguel County,Colorado,39.30
Teller County,Colorado,47.00
Washington County,Colorado,44.20
Polk County,Florida,39.80
St. Johns County,Florida,42.20
St. Lucie County,Florida,42.40
Santa Rosa County,Florida,39.20
Sarasota County,Florida,52.50
Sumter County,Florida,62.70
Union County,Florida,39.10
Volusia County,Florida,45.30
Washington County,Florida,40.30
Appling County,Georgia,38.10
Bacon County,Georgia,36.90
Banks County,Georgia,38.40
Berrien County,Georgia,38.00
Brantley County,Georgia,37.80
Bulloch County,Georgia,25.90
Burke County,Georgia,35.90
Calhoun County,Georgia,38.70
Carroll County,Georgia,33.50
Charlton County,Georgia,38.20
Cherokee County,Georgia,36.30
Clayton County,Georgia,31.60
Coffee County,Georgia,34.80
Coweta County,Georgia,36.60
Crawford County,Georgia,41.50
Dawson County,Georgia,40.60
Dodge County,Georgia,38.50
Dougherty County,Georgia,33.20
Echols County,Georgia,31.40
Effingham County,Georgia,35.10
Elbert County,Georgia,41.10
Evans County,Georgia,35.90
Fannin County,Georgia,48.30
Floyd County,Georgia,37.60
Wrangell City and Borough,Alaska,46.70
Yukon-Koyukuk Census Area,Alaska,35.30
Graham County,Arizona,31.60
Indian River County,Florida,49.10
Jackson County,Florida,40.50
Jefferson County,Florida,44.10
Levy County,Florida,45.00
Madison County,Florida,40.20
Nassau County,Florida,42.90
Okaloosa County,Florida,38.30
Orange County,Florida,33.70
Osceola County,Florida,35.60
Palm Beach County,Florida,43.50
Crittenden County,Arkansas,34.20
Faulkner County,Arkansas,31.50
Franklin County,Arkansas,39.80
Grant County,Arkansas,39.50
Hempstead County,Arkansas,37.70
Hot Spring County,Arkansas,40.10
Jackson County,Arkansas,40.50
Lafayette County,Arkansas,43.30
Little River County,Arkansas,41.20
Madison County,Arkansas,40.90
Marion County,Arkansas,50.10
Nevada County,Arkansas,41.60
Ouachita County,Arkansas,42.10
Perry County,Arkansas,41.60
Phillips County,Arkansas,36.90
Polk County,Arkansas,43.10
Pope County,Arkansas,35.10
Aleutians East Borough,Alaska,42.10
Saline County,Arkansas,38.80
Scott County,Arkansas,39.80
Sevier County,Arkansas,33.70
Stone County,Arkansas,47.70
Wilkes County,Georgia,43.40
Hawaii County,Hawaii,40.90
Ada County,Idaho,34.80
Adams County,Idaho,50.00
Bear Lake County,Idaho,40.50
Benewah County,Idaho,44.80
Bingham County,Idaho,31.80
Blaine County,Idaho,40.40
Bonneville County,Idaho,31.70
Butte County,Idaho,41.70
Cassia County,Idaho,32.00
Clearwater County,Idaho,49.00
Franklin County,Idaho,31.50
Greenlee County,Arizona,34.80
Mohave County,Arizona,47.60
Pinal County,Arizona,35.30
Yuma County,Arizona,33.80
Ashley County,Arkansas,40.30
Calhoun County,Arkansas,43.40
Carroll County,Arkansas,44.00
Clay County,Arkansas,43.20
Crawford County,Arkansas,37.60
Boone County,Illinois,36.80
Bureau County,Illinois,42.50
Calhoun County,Illinois,44.60
Clark County,Illinois,42.30
Crawford County,Illinois,41.70
DeKalb County,Illinois,29.30
Douglas County,Illinois,38.70
DuPage County,Illinois,38.20
Edwards County,Illinois,42.70
Fayette County,Illinois,39.90
Ford County,Illinois,42.40
Gallatin County,Illinois,44.40
Jackson County,Illinois,29.10
Jefferson County,Illinois,40.60
Jersey County,Illinois,40.50
Jo Daviess County,Illinois,47.10
Kendall County,Illinois,32.90
LaSalle County,Illinois,41.00
Lawrence County,Illinois,39.70
Logan County,Illinois,39.40
McDonough County,Illinois,28.90
McHenry County,Illinois,38.00
Macoupin County,Illinois,41.70
Mason County,Illinois,44.00
Massac County,Illinois,42.10
Monroe County,Illinois,41.00
Ogle County,Illinois,40.70
Piatt County,Illinois,42.60
Pulaski County,Illinois,43.20
Richland County,Illinois,42.10
Rock Island County,Illinois,40.00
Saline County,Illinois,41.70
Sangamon County,Illinois,39.20
Stephenson County,Illinois,43.10
Vermilion County,Illinois,39.80
Washington County,Illinois,42.30
Whiteside County,Illinois,41.80
Will County,Illinois,35.40
Adams County,Indiana,34.00
Blackford County,Indiana,42.40
Boone County,Indiana,38.60
