RegionID,RegionName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,SizeRank,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996.00,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997.00,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998.00,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999.00,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000.00,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001.00,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002.00,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003.00,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004.00,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005.00,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006.00,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007.00,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008.00,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009.00,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010.00,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011.00,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012.00,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013.00,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014.00,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10
1287,Orange,FL,Orlando,12,95,34,101300,101200,101100,100900,100700,100800,101000,101000,100900,101100,101600,102000,102300,102400,102200,102200,102600,103000,103200,103700,104400,105100,105700,106100,106300,106300,106100,106000,106100,106300,106500,107300,108200,108800,109500,110500,111200,111700,112700,113600,114400,115200,116100,116600,117100,117800,118500,119100,119800,120800,121700,122800,123700,124600,125500,126200,126900,127800,128700,129700,130700,131500,132300,133300,134000,134600,135400,136300,137400,138600,139800,140500,141200,142100,142800,143400,144100,145100,146200,147600,149000,150100,151000,152100,153300,154200,154700,155400,156400,157500,158500,159800,161200,162800,164500,166300,168200,170400,173000,175700,178500,181100,184100,187400,190800,194100,197900,202500,208300,215200,223100,231300,238800,245900,252700,258500,262900,266700,270600,274500,277400,279100,279600,279300,278300,276800,275300,274600,273800,272700,271400,269700,267600,265500,262900,260100,257700,255300,252500,249500,245900,241100,235200,229500,224100,218900,214100,209700,205600,201100,196000,190000,186000,184700,183800,181500,178700,175600,172500,169500,166900,164900,163100,161800,160600,158900,156900,154800,152800,151100,149600,148200,146800,145400,144400,143500,142100,140700,139600,138800,137800,136900,135900,134900,134300,134000,133900,133900,133700,133800,134100,134500,134900,135700,136900,138600,140300,142200,144100,145900,147500,149200,151300,153900,156200,158300,160900,163500,165400,167100,169200,171000,172600,173800,174700,176900,180200,183000,184200,185100,185700,186000,186300,187200,188300,189200,190000,190600,191700,193700,195500,196500,197900,199400,200500
1694,Fairfax,VA,Washington,51,59,35,238400,237800,237300,236800,236200,236000,236000,236200,236700,237600,238300,238800,238600,238000,237300,236900,236700,237200,238400,240000,241400,242700,244000,245100,245900,246200,246400,246700,247100,247900,249100,250500,252000,253600,255100,256200,257100,259000,262100,265500,268400,270300,271200,272800,275500,278800,282300,286000,289700,293600,297400,301200,305000,308800,312700,316800,321000,325100,329500,334200,339100,343500,347600,351600,355600,359500,363100,365700,367500,369900,373100,376400,380000,384400,388900,392900,397000,401200,405400,409200,413100,417200,421600,425400,428400,430600,432900,436100,440400,445500,451700,458700,465600,472300,479300,487100,496200,506500,517100,527900,538600,548600,558200,568200,578600,588200,597200,606900,617200,627200,636800,645600,652700,657900,661500,664000,665700,666100,664800,661500,656300,649800,642900,636100,629600,624400,620300,616500,613300,611400,609900,608400,606900,604600,601000,597100,593000,589700,586500,582100,576300,570500,565600,561100,556300,551100,545700,540200,535500,531200,527200,523700,521600,520800,520300,519500,518700,518800,520000,522000,524000,526500,529100,531400,532100,531600,530800,530600,531400,532800,533800,534900,536100,536100,535100,534300,534300,534000,533200,532900,533700,534400,535200,536500,537500,537300,536800,536700,537000,537400,538100,538900,540200,542400,545300,547200,547600,547300,547700,548800,550100,551900,555100,558300,561000,564600,569700,575700,582500,589400,594700,600500,606900,612000,614700,617000,618700,619500,619500,618400,616600,615300,614900,614900,615200,616300,618000,619000,618900,617700,615000,612100,610600,610600,610900
3159,Contra Costa,CA,San Francisco,6,13,36,198500,198100,198000,198100,198200,198100,197600,197400,197800,198700,199400,200000,200400,200600,201000,202100,203500,204800,206500,208600,210900,213400,216000,217800,218800,220100,221900,223500,225000,226300,227700,229500,231800,234500,236200,237400,239900,244900,249800,252900,255300,259800,265500,270100,273200,276400,280400,284900,289900,295000,299000,303100,308200,313400,318600,324000,328700,333600,338900,343900,347300,349800,352200,354300,355700,356300,356100,356200,357400,359500,362200,365200,368500,372200,376600,381600,386300,390100,394100,398200,402000,406000,410000,413800,417500,420600,423400,426500,430300,434600,439300,444500,450600,456900,462300,467300,473800,482000,491300,502100,514100,526100,537300,547900,557300,566800,577800,590100,602000,612200,620100,626600,632400,637200,641300,645100,648200,648500,646700,644000,641100,637500,634100,631000,627400,623600,620700,618900,615400,610300,605800,602900,599900,596300,591600,585500,578500,570700,561700,552000,542100,532600,523400,513700,502300,489700,476700,464500,452700,441300,430400,419300,411900,410000,409100,404600,399100,394700,391500,389300,388300,388200,387800,387500,387500,387200,386400,385100,384000,383200,382600,381300,379300,377200,375500,373500,370100,364900,359200,353500,347700,343100,339800,337200,335000,333200,331500,330700,330500,330100,330500,332200,334500,337200,340000,342800,345700,349400,354600,360100,364900,369100,374600,382300,391800,401800,412300,423300,433700,441800,449000,456100,461700,464900,466200,469400,475300,480900,484800,487900,490400,492300,494100,497000,500900,504600,508900,513600,517200,520300,522800,525200,528500,533100,537200
3130,Saint Louis,MO,St. Louis,29,189,37,98700,98900,99000,99100,99300,99600,99700,99800,99900,100200,100600,101100,101700,102300,102600,103000,103800,104600,105200,105900,106600,107500,108400,109300,109700,109900,110200,110400,110400,110600,111100,111900,112700,113500,114300,114900,115500,116600,118000,119500,120700,121600,122200,122800,123900,125000,125700,126100,127000,128200,129200,130000,130600,131300,132100,132900,133300,133800,134400,135200,136200,137200,137900,138800,139900,140900,141900,142700,143500,144200,145100,146000,146700,147300,148300,149300,150300,151200,152200,152900,153000,153500,154600,155800,156800,157900,159100,160200,161300,162600,163900,164800,165300,165000,163800,162300,161300,160900,161100,161800,162500,163300,163900,164600,165900,168000,170100,172000,173000,173100,172500,172100,171800,171800,172100,173300,174400,174700,174300,174100,174100,174300,174400,174700,175300,175700,176300,176300,176200,177000,179300,182000,184300,185100,184600,183600,182500,180900,178800,177300,176800,176400,175700,174900,174300,174400,174900,174700,173700,172700,172000,171100,170000,168800,167400,165700,163800,161700,160100,159300,158900,158900,158800,158500,157900,157000,156000,155400,155400,156000,156500,156400,155800,154800,153900,153100,152000,151100,150400,149300,148000,146900,145800,144900,144400,143800,143200,142600,141800,141000,140400,139900,139500,139600,139700,139900,140500,141200,141700,142000,142400,142700,142600,142500,142400,142700,143200,143900,144200,144500,144900,145200,145900,146500,146200,146400,147500,148500,149200,149600,149600,150100,151300,152900,154300,155300,156400,157400,158300,159000,159800,160700,161900,163000,163700
281,Pima,AZ,Tucson,4,19,38,109400,109600,109400,109100,109200,109400,109500,109600,109800,109900,110100,110100,110000,109900,109900,110100,110500,110800,110900,111100,111200,111400,111900,112400,112600,112700,113100,113500,113600,114100,114600,115300,115900,116400,116900,117600,118300,118600,118900,119200,119700,119900,120200,120600,121200,121700,122200,122600,122800,123000,123400,124100,124900,125500,125700,126100,126600,127200,127800,128200,128600,129300,130000,130500,130900,131400,132000,132800,133600,134300,135000,135700,136700,137900,138900,139700,140700,141800,142900,143800,144400,144800,145400,146300,147100,147800,148800,149800,151100,152600,154100,155400,156500,157400,158400,159300,160300,161600,163600,166000,168600,171600,175200,178700,182000,185500,189200,193600,198800,204300,209800,215000,218700,221700,224800,228300,232400,237500,242300,246200,248700,249400,248700,247500,246600,245300,243500,241600,239600,237500,236200,235600,234900,233800,232100,230300,228900,227400,225800,224400,222700,219800,216000,212100,209000,207000,205000,203100,201700,200200,198200,195400,193400,192700,192100,190500,188800,187400,186400,185300,184100,182600,181200,180400,179800,178900,177700,176400,174800,173300,171500,169600,167700,165800,164300,163000,161500,159600,158000,156600,155300,153600,152000,150400,149200,148500,147800,147100,146600,146500,146600,147100,147300,147900,149100,150600,151600,152600,153900,155000,155700,156100,156900,158200,159500,160900,162500,164100,165500,166900,168200,169600,171100,172200,172600,173200,174200,174600,174700,174800,174900,174900,175300,175600,175600,175100,174800,174800,174500,174100,174000,174300,175000,175900,176600
2975,Montgomery,MD,Washington,24,31,39,228600,228500,228300,227900,227300,226800,226500,226400,226400,226700,227200,227000,226100,225300,224700,224100,223500,223100,223500,224400,225400,226800,228400,229900,230800,231400,231800,232300,233100,234300,235100,235600,236000,236400,237000,238100,240000,242200,244400,246400,248000,250100,252600,254500,256100,258200,260500,262600,264100,265600,267300,269300,271500,274200,277200,280300,283600,287300,290800,293800,296900,300100,304300,309300,314400,318400,322000,326100,330900,335200,339200,342700,345900,349500,353600,358800,364400,369500,374100,379300,384200,388700,393300,397900,401800,405200,408600,412100,415900,420300,424900,429800,435600,442500,449400,456300,464800,474000,481900,489100,496600,503600,509900,516200,522100,528100,535600,544600,554000,562700,570400,576900,582200,587200,592500,597300,600400,602600,604700,605900,605500,604300,602800,600400,597500,595500,593800,591000,587500,584900,583100,582300,582000,581300,579300,576600,573100,569000,565300,562700,560800,558300,554200,548600,543100,538000,533400,529600,526100,522400,518400,514200,510100,506000,501500,497400,494100,491300,489000,487800,487400,487800,489300,491600,493400,494300,494200,493100,492300,493300,495000,496200,496900,497100,496300,494600,492800,491300,490900,490900,489500,487000,485700,485400,485600,485300,484000,482300,481000,480600,481000,481700,482100,483200,485000,487100,488900,490400,492200,494100,495500,496700,498400,500000,501500,503200,505500,508700,511800,515200,517500,518900,520900,524400,526500,529400,534500,538800,539800,538700,536700,535200,534300,534400,536000,538000,539500,540700,541500,541700,540900,539400,539200,539200,538700
2347,Honolulu,HI,"Urban Honolulu, HI",15,3,40,313100,310900,308900,306200,303000,300300,298400,296900,296000,295700,294900,294300,293300,291600,289600,288300,287200,286200,285500,284900,284000,283300,283400,283500,282800,282200,282100,282100,282100,281800,280900,280000,280300,281500,282600,283600,284400,285100,285200,284900,284400,284300,284500,284900,286000,287400,289200,290300,290600,290800,291300,292400,294400,296800,298800,300500,301700,302200,302200,302400,303700,306000,308500,311100,313800,315500,316600,318200,320600,323500,326400,329200,331800,335400,339300,342500,345100,349200,354100,358800,363000,366600,369600,373000,377300,382200,386900,392100,397500,402600,407800,414300,421500,429000,436500,444900,453500,461700,470300,480500,491400,502100,513100,523900,534600,545000,555700,565800,576100,586200,596400,606900,617600,627800,637500,644800,650000,655900,662600,668200,672600,675600,676600,675800,674000,672300,671000,669500,668000,666300,665200,665800,666600,666800,666600,666000,665300,665800,666200,665400,663100,661100,660400,659900,658900,657900,657300,656700,655100,651000,645700,641700,639700,637900,634800,631000,627200,623300,619600,617100,615500,614500,614300,615900,618400,620500,622100,623600,625400,628000,629900,630700,631400,631800,631700,631300,630500,629200,627400,625200,623300,622400,621300,619900,619200,619300,619500,620400,621600,622600,623900,625000,624900,624600,625600,628000,630600,633500,636800,640600,644500,648500,651300,654000,657700,662800,668800,674500,679400,685700,692000,696200,699800,704500,708800,713500,719900,725600,729500,732400,735300,737900,740800,742900,743400,744000,747200,750600,752300,753300,755400,757900,760000,760300,759800
3148,Westchester,NY,New York,36,119,41,274200,273200,271900,271600,271000,269200,266700,264000,261400,260600,261800,262100,262800,265300,267900,269700,271200,272600,273500,277200,281500,283300,283400,284900,285900,287500,289300,290500,291000,291800,293600,294900,295700,298200,301500,304500,307200,310300,313700,316300,318600,321900,325800,329600,333900,337600,340900,344200,346800,349800,353200,357800,364100,369800,372500,374000,375900,377800,378600,379400,381800,385400,389300,394400,398800,402600,406200,409500,412600,417100,422700,427400,432000,437300,442900,447900,452300,455800,460400,466500,472300,477900,484100,489800,494000,497300,500600,504700,509600,514600,520300,525500,529500,533000,537000,540500,543300,545200,546700,548800,553300,560700,569500,579000,589600,600100,609500,618300,625600,630100,634700,639300,642500,644300,645300,645100,645500,647000,648200,649200,651100,653500,655000,655000,654600,654200,653800,653900,653000,651100,648400,644900,642800,643600,643900,642100,639600,636100,632000,627600,623600,620600,619200,619700,619600,616500,612500,609100,605000,601500,600200,598600,594700,589800,585300,580900,577600,575300,573000,569800,565600,563000,562000,561600,561400,562000,562000,561000,560300,559800,558500,557000,556300,554100,549100,543400,540200,539000,537300,533900,530400,527000,523400,520700,519200,518300,516600,514300,512500,510800,508700,506000,502500,499400,498800,500000,502200,504100,505200,507000,509100,509900,510800,512800,515000,517900,523500,529100,531400,531500,532600,533800,534100,534500,534600,535500,538700,543400,545700,547100,548000,548200,549000,551100,550400,546500,545600,548200,550400,549700,548300,548300,551000,554200,556000
2804,Milwaukee,WI,Milwaukee,55,79,42,69400,69300,69300,69200,68700,68600,68700,68700,68900,69300,69400,69500,69800,70000,70100,70300,70700,71100,71500,71800,72200,72600,73100,73300,73400,73300,73400,73500,73600,73600,73800,73800,74000,74300,74700,75000,75600,76100,76400,76400,76700,76900,77200,77900,78600,79000,79500,79900,80200,80500,81200,82100,82900,83400,84000,84300,84600,85200,86100,86800,87300,87900,88200,88700,89400,90000,90400,90600,90800,91100,91400,91900,92600,93300,94000,94400,94600,95000,95700,96400,97400,98200,98800,99700,100800,101900,102900,104000,105300,106500,107700,108900,109700,110600,111700,112800,113900,115000,116500,118100,119400,120700,122000,123400,124700,125700,126400,127200,128000,129000,130200,131500,132600,133400,134200,135200,136100,136900,137900,138900,139600,139500,139000,138900,139100,139300,139100,138800,138900,139000,138800,138700,138900,139100,138800,137800,136900,136400,136100,135800,135600,135600,135500,134800,133900,133000,132000,131000,130300,129300,128300,127200,126000,125100,124500,123600,122400,121400,120700,120100,119400,118600,118200,117800,117200,116200,115500,114800,113900,112800,112000,111300,110200,109100,107700,106100,104600,103400,102100,100600,99300,98500,98000,97400,96700,96200,95600,95000,94500,93700,92900,92600,92400,91900,91500,91400,91500,91700,91900,92200,92700,93300,93700,94100,94700,95200,95600,96200,96900,97000,96800,96400,96200,96100,95900,95700,95900,96400,96500,96100,95600,95400,95600,95800,95800,95600,95600,96000,96600,97000,97100,96900,96900,96800,96800
1018,Fresno,CA,Fresno,6,19,43,98600,98700,98300,97800,97600,97400,97200,97100,96900,96900,96900,97100,97200,97400,97500,97700,97500,97300,97400,97300,97200,97400,97800,98100,98000,97800,97800,97800,97900,98100,98300,98300,98500,99000,99500,99800,100000,100300,100500,100700,100700,100800,101100,101900,102900,104200,105200,105400,105500,106000,106400,106600,106900,107300,107700,108500,109400,110500,111400,112400,113400,114200,115100,116400,117600,118700,119800,120800,121700,122900,124400,125700,126700,128100,130400,132700,134800,136900,139100,141100,143200,145200,147500,150300,153300,155900,158200,160600,163700,167300,170800,174000,177200,180300,183400,186700,191200,196700,201900,207500,213900,219900,225500,230700,235400,240000,245200,250800,255800,260500,265400,270700,275700,280400,285300,290600,294900,297300,298700,299800,300400,300200,299500,298000,295200,291600,288200,285200,281900,278500,275500,273300,271200,268900,266000,262600,258400,254000,249500,245800,242600,238800,233700,228500,223600,218700,214100,209400,204400,199400,194800,189800,186200,185300,185200,183600,181300,179100,176900,175100,173900,173200,172300,171500,170800,169800,168600,167100,165500,164100,162700,161300,160300,159600,158500,156900,154800,152400,150400,148700,147000,145100,143200,141400,140000,138900,138000,137600,137700,138000,138400,139200,140100,141200,142300,143500,144700,145800,146700,147800,149000,150300,151800,153400,155100,157600,160500,163300,166100,169200,172700,175600,177700,178700,179200,180600,183000,184900,186000,186900,188000,189300,190400,191300,191800,192100,193100,194400,195400,196500,197900,199400,200800,201500,201900
1388,Shelby,TN,Memphis,47,157,44,79600,79600,79600,79600,79500,79400,79400,79600,79800,80000,80300,80600,80600,80700,80900,81100,81300,81500,81900,82400,82900,83300,83600,83900,84100,84000,84100,84300,84600,84800,85000,85400,85800,86400,87000,87500,88000,88600,89000,89400,89800,90300,90600,90700,90900,91400,91500,91600,91900,92500,92800,93000,93200,93500,93600,93400,93200,93300,93400,93500,93600,93700,94100,94500,94700,94900,95200,95500,95900,96100,96300,96700,96900,96800,96800,97200,97700,98000,98300,98500,98700,98700,98800,99000,99400,99900,100100,100200,100600,100900,101000,101200,101500,101900,102200,102400,102400,102700,102900,103000,103200,103400,103800,104400,105000,105600,106100,106300,106700,107200,107600,107900,108100,108400,109000,109700,110200,110400,110500,111000,111300,111300,111600,112300,112800,113200,113700,114200,114300,114400,114600,114700,114600,114400,114000,113400,112900,112600,112100,111600,111300,111200,110900,110300,109800,109300,109000,108700,107900,106800,105700,104500,103400,102500,101800,101300,101200,101200,100800,100300,100100,100100,99600,99000,98200,97600,97200,96600,96100,95700,95100,94500,94000,93600,93100,92700,92200,91700,91300,90700,89800,89000,88200,87600,87200,86500,85800,85200,84700,84200,83800,83500,83200,82700,82600,82700,82600,82500,82600,82900,83700,84300,84600,85100,85600,86000,86300,86300,86400,86700,87300,87800,87900,87900,88000,88100,88500,89300,89900,90200,90100,90000,90400,90900,91000,91000,91300,91600,91800,92000,92400,92900,93700,94500,95100
1020,Fulton,GA,Atlanta,13,121,45,144600,142800,141400,140300,139400,138900,138500,138600,138900,139400,139600,139700,139600,139800,140000,140100,140300,141300,142200,142400,142800,143900,144800,145500,146400,147400,148200,149000,150200,151500,152700,154000,155400,156500,157900,159600,161200,162200,163700,166100,168600,170500,172000,173000,173700,174400,175000,175200,175800,177600,180000,181400,181800,181900,182400,182900,183100,183600,184500,186100,188400,190400,190600,190200,190700,191700,192500,193300,193800,194800,196300,197900,198600,199300,200200,201400,202100,203000,204700,206600,207400,207300,207000,206700,207000,207800,208700,208700,208400,208200,208300,208500,209400,210900,212400,213900,214400,214100,213700,214200,215300,216300,216700,217600,219100,220400,221600,222500,223400,224400,226100,228200,229900,230600,231400,232600,234000,235500,236400,236900,237500,238000,238100,238800,240200,240500,240400,240600,240800,240600,240600,240600,240600,241000,241900,242300,242400,242600,243000,242400,240400,237700,234800,232300,230500,229100,227700,226000,223600,221300,218900,216300,214300,213400,211800,209600,207800,206000,204000,202200,201500,201700,201600,201300,200700,200200,200000,199600,198500,197500,195900,193700,191600,190000,188200,186500,184800,183300,182300,181700,180300,178300,177200,176000,174300,172400,171000,169800,169400,169100,169400,169900,170900,171500,171700,172000,172300,172700,173500,174400,175200,176000,177300,178900,180600,182600,185500,188500,190700,192700,195400,198700,201600,203800,205300,207300,210700,213800,216000,218300,221000,223200,225000,227000,229000,230100,231000,231300,231500,232200,233100,234000,235700,237800,239400
3102,Mecklenburg,NC,Charlotte,37,119,46,109700,109900,110000,110200,110700,111100,111800,112200,112700,113600,114700,115500,116400,117300,117900,118300,118800,119500,120100,120800,121600,122300,123100,123900,124400,125200,126300,127200,128200,129400,130500,131500,132000,131800,132200,133700,134700,134800,135100,136400,137500,137600,137600,137900,138400,138600,138900,139300,139800,140200,140600,141200,141700,142300,143100,143500,143900,144300,144500,144500,144800,145100,144900,144400,144300,144400,144200,144400,144900,145500,146000,146400,146700,147300,147800,148100,148100,148100,148200,148200,148400,148800,149200,149300,149400,149900,150200,150300,150600,151200,152000,152600,152800,153100,153400,153600,153800,154100,154300,154500,154700,155000,155400,155900,156400,156900,157500,158200,158900,159200,159600,160100,160700,161300,162000,162700,163600,164200,164200,164200,164700,165500,166500,167600,168600,169500,170300,171300,172300,173100,174300,175600,176600,177300,178100,178700,179100,179400,179400,179300,179300,179100,178800,178300,177800,177300,177000,176800,176700,176200,174900,173300,172100,171400,171200,170800,170000,169100,168100,167000,166200,165500,165000,164500,163700,162900,162400,161800,161200,160600,159800,158800,157900,157100,156800,156600,156200,155600,155000,154100,153200,152500,152100,152100,151800,151500,151200,151200,151100,151100,151000,150800,150700,151100,151700,152300,152800,153200,153500,153900,154600,155000,155400,156300,157400,158400,159500,160600,161500,162700,163900,165300,166700,168000,169100,170600,172300,173400,173500,173600,174000,174400,175100,175500,175300,175400,176200,177100,177900,179100,180200,181000,181700,182700,183600
1682,Du Page,IL,Chicago,17,43,47,175700,175700,175800,175700,176000,176300,176600,176600,176900,177400,177900,178500,179000,179300,179600,180000,180200,180400,180700,181100,181600,182500,183400,184100,184800,185300,185600,185800,186300,187300,188800,190400,191700,192500,193300,194500,195500,196100,196800,198000,199200,200300,201700,203000,204000,205300,206900,208500,210200,211900,213700,215400,216900,218300,219500,220700,221900,223300,224700,226000,227500,229200,230800,232600,234600,236200,237500,239300,241200,242900,244400,245900,247300,249200,251300,252700,254000,255400,256800,258200,259700,261400,263300,265100,266700,268300,269900,271400,272800,274500,276200,278000,279800,281900,283700,285500,287500,289700,292000,294800,297400,299700,301700,304000,306800,309600,312700,315500,317700,319500,321200,323200,325400,327600,329700,331600,333100,334500,335700,337000,338800,340100,340400,340300,340300,340700,340900,341100,341200,341200,341100,341500,341800,341400,340600,339800,338400,336500,335100,334300,333100,331200,329100,326800,324700,323200,322200,320900,319500,317600,315600,312700,309500,306700,303900,300500,297400,294900,292800,291000,289900,289100,288300,287200,286500,286200,286000,284800,283200,281700,279700,277100,274900,273400,272100,270600,269200,267800,266500,265300,263500,261300,259100,257200,255900,254700,252800,250800,249300,248100,247000,246500,246600,246900,247500,248500,249100,249400,250100,251500,252600,253500,254700,256200,257800,259600,262100,265400,268400,270800,272500,273900,275400,276800,277900,279200,281300,283600,285400,286100,285800,285500,285700,285600,284800,283800,283600,283800,284100,284400,284900,285200,285000,284500,284200
2694,Fairfield,CT,Stamford,9,1,48,241000,241300,240800,240200,239900,239900,239600,239600,239800,240400,241100,241800,242300,242700,243300,244200,245300,246400,247600,249200,251200,253600,256300,258600,259700,260400,261100,262000,263300,265000,266800,268900,270800,272800,274800,277100,279800,282900,286000,288900,292000,295700,299500,303200,306500,310000,313900,317200,320000,323100,327000,330900,333900,335900,338000,340500,343300,346400,349800,352600,354900,357400,360300,363500,366800,369800,372400,374400,376500,379200,381900,385000,388900,393000,396900,401200,405000,408200,411900,416300,420400,423800,426800,430300,434100,437600,440400,442900,445800,449100,451900,454600,458100,462700,467700,472600,477700,483300,489100,495400,502100,508800,514400,519200,523900,528500,532600,536700,540700,543900,546700,549100,551000,552600,554800,557900,560400,561500,561900,562000,561500,560700,559800,557900,555900,554200,553600,553700,553100,551700,550800,550000,548600,547500,546800,545600,544300,544000,543500,541200,537100,533400,531000,528800,525800,521800,516400,510500,505100,499300,493200,486800,482200,479600,476300,471500,467100,463200,459800,457700,456900,456900,457500,458300,458900,458900,457900,456700,455400,454200,453500,453200,452300,450600,448400,446600,444700,442900,441600,441200,440300,438900,437100,435300,433200,431100,429200,427600,426200,424500,423600,422900,422000,421500,422200,423200,424300,425500,425800,427200,429400,430500,430000,430600,433000,436200,439300,442300,444400,445500,446900,447800,448300,447900,446500,446200,449400,453300,455300,454700,453500,452400,450800,448100,445700,446100,448400,449100,447800,446500,446700,448200,450100,450700,450500
2480,Pinellas,FL,Tampa,12,103,49,80100,80100,79900,79800,79800,79800,79700,79500,79600,80100,80800,81400,81800,82000,82100,82500,83000,83400,83700,83900,84000,84400,85000,85400,85500,85700,85900,86200,86200,86600,87500,88500,89100,89600,90100,90400,90900,91500,92100,92600,93100,93600,94300,95100,95900,96800,97600,98200,99100,100300,101200,102100,103200,104200,105100,106100,107100,108300,109500,110600,111600,112800,114300,115800,117000,118100,119200,120400,121500,122300,123200,124400,125500,126300,127100,128300,129500,130600,131500,132600,133900,135300,136500,137500,138900,140300,141700,142900,144100,145000,146100,147400,149000,150400,151900,153900,156100,158500,160800,163400,166300,169100,171600,174300,177200,180400,184000,187400,190700,194500,198300,202100,206100,210600,214600,218300,221800,224800,227200,229300,230600,231000,230600,229600,228500,227200,226000,224300,221600,218800,216500,214400,212200,209400,206700,204100,201700,199600,197600,195200,192600,189900,187100,184200,181400,178600,176100,173500,170500,167800,165600,163000,161000,159700,158000,155400,153200,151600,150200,149100,148100,146800,145700,145200,144800,144000,143400,143000,142300,141400,140700,140000,139200,138200,137000,135800,134200,132300,130800,129800,129100,128400,127500,126600,125700,124700,123900,123500,123400,123900,124800,125800,126900,128600,130200,131300,132200,132800,133500,134500,135300,135900,136800,138100,140000,141700,143200,144900,146900,148900,150900,152600,154400,156000,157300,158500,159500,160200,161000,161900,162800,163600,164400,165600,167300,169200,170800,171700,172100,172800,173600,175000,177000,179300,181300
874,Bergen,NJ,New York,34,3,50,202500,202000,202400,202900,202800,202400,202100,201800,201900,202200,202600,202700,202400,202300,202700,202700,202600,203000,203900,204600,205700,207600,210600,214200,217000,217200,216100,216000,216600,217100,218100,219400,220900,222700,225100,227500,229300,231000,233200,235300,237300,239800,242300,244100,245700,247200,248800,250700,252900,255200,257300,259500,261700,263800,265600,268100,271200,274300,276900,279400,281900,284600,286700,288900,291500,294900,298800,302500,304800,306600,308800,311800,315300,319400,324000,329400,334900,339500,342800,346500,351000,355200,358700,361500,363800,366700,370800,375100,378900,382200,385900,389700,393100,396500,399900,403200,407000,412000,417400,422800,428800,434700,440300,445500,451300,456800,461800,466700,472300,477800,482200,485100,487700,490500,493400,495600,497300,499700,502200,504200,506200,507600,507600,506400,504600,503100,501800,500100,498300,496600,495200,494900,495800,496400,495600,493900,491600,489200,487500,486000,483800,481500,479800,478100,474700,470300,466700,463500,460100,456500,453100,449500,446100,443500,441400,438400,435100,432000,429400,427900,427200,426700,426500,427100,428200,428600,428100,426900,425200,423400,422000,420700,419400,417700,415600,414100,412800,411200,409800,408200,405600,403400,402300,401100,399700,398100,395700,393300,391300,389700,387800,385900,384400,383600,383100,383500,384400,384900,385300,385400,385500,386000,387000,388000,389000,390200,392000,394000,396100,398900,402100,405300,407800,409800,411000,413200,417400,421400,423200,423900,424000,424100,423700,423100,422500,421900,422500,423600,424000,423200,422700,422900,423400,423700,424200
