County,State,Value
Carter County,Missouri,0.1
Christian County,Missouri,0.5
Crawford County,Missouri,0.3
Dent County,Missouri,0.3
Howard County,Missouri,0.3
Alamance County,North Carolina,1.2
Alleghany County,North Carolina,0.5
Bladen County,North Carolina,0.2
Buncombe County,North Carolina,1
Caldwell County,North Carolina,0.5
Clay County,North Carolina,0.2
Dare County,North Carolina,0.6
Davidson County,North Carolina,1.2
Forsyth County,North Carolina,1.9
Guilford County,North Carolina,3.9
Hertford County,North Carolina,0.5
Jones County,North Carolina,0.3
Martin County,North Carolina,0.3
Nash County,North Carolina,0.8
Pender County,North Carolina,0.4
Randolph County,North Carolina,1
Scotland County,North Carolina,0.8
Vance County,North Carolina,0.4
Wake County,North Carolina,5.4
Barnes County,North Dakota,0.5
Billings County,North Dakota,0.5
Cavalier County,North Dakota,0.2
Foster County,North Dakota,0.1
Grand Forks County,North Dakota,1.9
LaMoure County,North Dakota,0.1
Mountrail County,North Dakota,0.2
Ransom County,North Dakota,0.4
Rolette County,North Dakota,0.1
Steele County,North Dakota,0.1
Towner County,North Dakota,0
Allen County,Ohio,0.7
Brown County,Ohio,0.2
Clinton County,Ohio,0.5
Defiance County,Ohio,0.3
Fayette County,Ohio,0.5
Geauga County,Ohio,0.6
Guernsey County,Ohio,0.3
Hancock County,Ohio,1.7
Knox County,Ohio,0.6
Logan County,Ohio,0.5
Madison County,Ohio,0.5
Miami County,Ohio,1.2
Muskingum County,Ohio,0.3
Pike County,Ohio,0.2
Putnam County,Ohio,0.2
Seneca County,Ohio,0.6
Tuscarawas County,Ohio,0.3
Wayne County,Ohio,0.8
Wood County,Ohio,1.5
Beckham County,Oklahoma,0.8
Carter County,Oklahoma,1.1
Coal County,Oklahoma,0.2
Custer County,Oklahoma,1
Garfield County,Oklahoma,1
Greer County,Oklahoma,0.2
Eddy County,New Mexico,0.7
Guadalupe County,New Mexico,1.3
Lincoln County,New Mexico,0.4
Socorro County,New Mexico,1.2
Allegany County,New York,0.9
Chenango County,New York,0.4
Genesee County,New York,0.6
Herkimer County,New York,0.5
Lewis County,New York,0.3
Oneida County,New York,2.8
Otsego County,New York,1.1
Saratoga County,New York,1.8
Steuben County,New York,1.2
Warren County,New York,0.7
Yates County,New York,0.4
Blair County,Pennsylvania,0.6
Bradford County,Pennsylvania,0.5
Cambria County,Pennsylvania,0.5
Clarion County,Pennsylvania,0.5
Elk County,Pennsylvania,0.3
Indiana County,Pennsylvania,0.9
Lackawanna County,Pennsylvania,1.7
Mifflin County,Pennsylvania,0.4
Montour County,Pennsylvania,1.8
Potter County,Pennsylvania,0.3
Sullivan County,Pennsylvania,0.3
Warren County,Pennsylvania,0.4
Allendale County,South Carolina,0.4
Bamberg County,South Carolina,0.4
Clarendon County,South Carolina,0.6
Fairfield County,South Carolina,0.2
Greenwood County,South Carolina,0.8
Horry County,South Carolina,1
Laurens County,South Carolina,0.3
Newberry County,South Carolina,0.3
Spartanburg County,South Carolina,2
Beadle County,South Dakota,3.6
Brule County,South Dakota,0.2
Codington County,South Dakota,0.4
Davison County,South Dakota,0.5
Dewey County,South Dakota,0.2
Faulk County,South Dakota,0.1
Hand County,South Dakota,0.3
Jackson County,South Dakota,0
Kingsbury County,South Dakota,0.3
McCook County,South Dakota,0.1
Miner County,South Dakota,0.4
Potter County,South Dakota,0.3
Spink County,South Dakota,0.1
Turner County,South Dakota,0.2
Walworth County,South Dakota,0.2
Benton County,Tennessee,0.4
Blount County,Tennessee,0.7
Cannon County,Tennessee,0.1
Clay County,Tennessee,0.1
Decatur County,Tennessee,0.2
Franklin County,Tennessee,0.7
Hamblen County,Tennessee,0.7
Hawkins County,Tennessee,0.5
Humphreys County,Tennessee,0.2
Knox County,Tennessee,1.9
Loudon County,Tennessee,0.6
Marshall County,Tennessee,0.4
Morgan County,Tennessee,0.2
Polk County,Tennessee,0.1
Scott County,Tennessee,0.2
Sumner County,Tennessee,1
Union County,Tennessee,0.1
Harper County,Oklahoma,0.2
Hughes County,Oklahoma,0.2
Kingfisher County,Oklahoma,0.3
Lincoln County,Oklahoma,0.2
McClain County,Oklahoma,0.4
Mayes County,Oklahoma,0.4
Oklahoma County,Oklahoma,3
Pontotoc County,Oklahoma,0.7
Pushmataha County,Oklahoma,0.2
Washington County,Oklahoma,1.1
Woodward County,Oklahoma,0.6
Deschutes County,Oregon,0.9
Jefferson County,Oregon,0.4
Lake County,Oregon,0.7
Polk County,Oregon,1.9
Wheeler County,Oregon,0.6
Armstrong County,Pennsylvania,0.2
Gonzales County,Texas,0.4
Gray County,Texas,0.4
Grimes County,Texas,0.2
Hall County,Texas,0.1
Hansford County,Texas,0.3
Hill County,Texas,0.3
Howard County,Texas,0.8
Hutchinson County,Texas,0.4
Jim Hogg County,Texas,0.3
Johnson County,Texas,0.7
Kent County,Texas,0
Kerr County,Texas,0.8
Knox County,Texas,0.2
La Salle County,Texas,0.1
Live Oak County,Texas,0.5
Lubbock County,Texas,2.1
McLennan County,Texas,1.4
Mason County,Texas,0.2
Midland County,Texas,1.3
Montgomery County,Texas,2.1
Navarro County,Texas,0.5
Nolan County,Texas,0.4
Ochiltree County,Texas,0.3
Oldham County,Texas,0.8
Parker County,Texas,0.5
Rains County,Texas,0.5
Randall County,Texas,1.4
Roberts County,Texas,0.2
Rockwall County,Texas,2.4
Runnels County,Texas,0.2
San Saba County,Texas,0.2
Somervell County,Texas,0.6
Stephens County,Texas,0.3
Stonewall County,Texas,0.9
Terry County,Texas,0.2
Titus County,Texas,0.7
Upshur County,Texas,0.4
Uvalde County,Texas,0.5
Ward County,Texas,0.3
Williamson County,Texas,4.8
Wise County,Texas,0.4
Zavala County,Texas,0
Davis County,Utah,1.8
White County,Tennessee,0.3
Wilson County,Tennessee,1.1
Archer County,Texas,0.2
Armstrong County,Texas,0
Bastrop County,Texas,0.7
Blanco County,Texas,0.5
Brooks County,Texas,0.3
Burnet County,Texas,0.5
Camp County,Texas,0.5
Castro County,Texas,0.4
Cochran County,Texas,0.2
Concho County,Texas,0.3
Coryell County,Texas,1.9
Crane County,Texas,0.4
Dawson County,Texas,0.4
DeWitt County,Texas,0.2
Dimmit County,Texas,0.6
Edwards County,Texas,0.3
Fayette County,Texas,0.3
Franklin County,Texas,0.5
Garza County,Texas,0.1
Montgomery County,Virginia,5.4
Nelson County,Virginia,0.5
Patrick County,Virginia,0.2
Powhatan County,Virginia,0.5
Pulaski County,Virginia,0.5
Russell County,Virginia,0.2
Warren County,Virginia,1
Wythe County,Virginia,0.4
Alexandria city,Virginia,6
Bedford city,Virginia,0.7
Buena Vista city,Virginia,0.4
Charlottesville city,Virginia,6.4
Harrisonburg city,Virginia,3.5
Hopewell city,Virginia,0.8
Martinsville city,Virginia,0.9
Richmond city,Virginia,2.3
Salem city,Virginia,1.6
Waynesboro city,Virginia,0.7
Cowlitz County,Washington,1.5
Franklin County,Washington,1.8
Lewis County,Washington,0.9
Mason County,Washington,1.2
Spokane County,Washington,2.1
Barbour County,West Virginia,0.2
Boone County,West Virginia,0.1
Calhoun County,West Virginia,0.2
Gilmer County,West Virginia,0.4
Jackson County,West Virginia,0.3
Marion County,West Virginia,0.5
Monongalia County,West Virginia,3.1
Nicholas County,West Virginia,0.3
Preston County,West Virginia,0.1
Summers County,West Virginia,0.2
Webster County,West Virginia,0.1
Adams County,Wisconsin,0.4
Bayfield County,Wisconsin,0.3
Clark County,Wisconsin,0.4
Door County,Wisconsin,0.4
Dunn County,Wisconsin,2.6
Fond du Lac County,Wisconsin,1.1
Green Lake County,Wisconsin,0.5
Iowa County,Wisconsin,0.5
Jackson County,Wisconsin,0.3
Langlade County,Wisconsin,0.3
Marquette County,Wisconsin,0.4
Monroe County,Wisconsin,0.6
Polk County,Wisconsin,0.4
Rusk County,Wisconsin,0.3
Trempealeau County,Wisconsin,0.4
Washington County,Wisconsin,1.1
Wood County,Wisconsin,1.8
Natrona County,Wyoming,0.7
Platte County,Wyoming,0.4
Sheridan County,Wyoming,0.7
Weston County,Wyoming,0.3
Arecibo Municipio,Puerto Rico,0.1
Morgan County,Utah,0.4
Piute County,Utah,0.4
Salt Lake County,Utah,3.3
Wasatch County,Utah,0.8
Caledonia County,Vermont,0.8
Orleans County,Vermont,0.3
Amelia County,Virginia,0.2
Bath County,Virginia,0.1
Buckingham County,Virginia,0.4
Clarke County,Virginia,0.9
Culpeper County,Virginia,1.3
Floyd County,Virginia,0.2
Goochland County,Virginia,1
King William County,Virginia,0.7
Lunenburg County,Virginia,0.2
Madison County,Virginia,0.6
Choctaw County,Alabama,0.1
Clarke County,Alabama,0.3
Cleburne County,Alabama,0.2
Coffee County,Alabama,1.3
Coosa County,Alabama,0.1
Dallas County,Alabama,0.3
Etowah County,Alabama,0.6
Franklin County,Alabama,0.2
Geneva County,Alabama,0.3
Henry County,Alabama,0.3
Jackson County,Alabama,0.3
Lee County,Alabama,2.6
Lowndes County,Alabama,0.1
Macon County,Alabama,0.4
Madison County,Alabama,2.5
Marion County,Alabama,0.2
Marshall County,Alabama,0.5
Montgomery County,Alabama,2.1
Perry County,Alabama,0.3
Pike County,Alabama,2
Randolph County,Alabama,0.2
Russell County,Alabama,0.4
Shelby County,Alabama,1.9
Tallapoosa County,Alabama,0.5
Walker County,Alabama,0.3
Wilcox County,Alabama,0
Aleutians West Census Area,Alaska,28.9
Bristol Bay Borough,Alaska,0.8
Dillingham Census Area,Alaska,0.7
Juneau City and Borough,Alaska,6.1
Ketchikan Gateway Borough,Alaska,7
Matanuska-Susitna Borough,Alaska,1.2
North Slope Borough,Alaska,4.5
Petersburg Census Area,Alaska,2.6
Sitka City and Borough,Alaska,6
Woodruff County,Arkansas,0.2
Alpine County,California,0.6
Butte County,California,4.1
Calaveras County,California,1.3
Barranquitas Municipio,Puerto Rico,0
Caguas Municipio,Puerto Rico,0.2
Carolina Municipio,Puerto Rico,0.4
ComerÃ_o Municipi,Puerto Rico,0.1
Florida Municipio,Puerto Rico,0.1
Guaynabo Municipio,Puerto Rico,0.2
Humacao Municipio,Puerto Rico,0.2
Las MarÃ_as Municipi,Puerto Rico,0
Maricao Municipio,Puerto Rico,0
Naranjito Municipio,Puerto Rico,0.1
Quebradillas Municipio,Puerto Rico,0.1
San Lorenzo Municipio,Puerto Rico,0.1
Toa Alta Municipio,Puerto Rico,0.1
Vega Baja Municipio,Puerto Rico,0.1
Bibb County,Alabama,0.1
Bullock County,Alabama,0.2
Calhoun County,Alabama,0.7
Mendocino County,California,1.7
Modoc County,California,0.8
Mono County,California,1.4
Nevada County,California,1.2
Orange County,California,17.9
Riverside County,California,6
San Benito County,California,2.6
San Diego County,California,10.9
San Francisco County,California,33.3
Santa Barbara County,California,4.9
Santa Cruz County,California,4.2
Siskiyou County,California,1.2
Solano County,California,14.6
Sutter County,California,14.4
Tehama County,California,1
Trinity County,California,0.7
Tuolumne County,California,1
Yolo County,California,13
Adams County,Colorado,3.6
Archuleta County,Colorado,0.7
Baca County,Colorado,0.2
Chaffee County,Colorado,0.6
Conejos County,Colorado,0.3
Delta County,Colorado,0.5
Dolores County,Colorado,0.1
Elbert County,Colorado,0.7
Fremont County,Colorado,0.6
Kiowa County,Colorado,0
Contra Costa County,California,14.4
Del Norte County,California,3.4
El Dorado County,California,3.5
Imperial County,California,1.6
Kern County,California,4.2
Kings County,California,3.7
Madera County,California,1.9
Sabine County,Texas,0.3
Middlesex County,Connecticut,2.6
New London County,Connecticut,4.2
Tolland County,Connecticut,3.4
Sussex County,Delaware,1
District of Columbia,District of Columbia,3.5
Baker County,Florida,0.5
Brevard County,Florida,2.1
Broward County,Florida,3.2
Citrus County,Florida,1.4
Collier County,Florida,1.1
Duval County,Florida,4.2
Gilchrist County,Florida,0.4
Glades County,Florida,0.4
Gulf County,Florida,0.3
Hardee County,Florida,1.1
Hendry County,Florida,0.7
Hernando County,Florida,1.1
Lake County,Colorado,0.5
La Plata County,Colorado,0.6
Larimer County,Colorado,1.9
Lincoln County,Colorado,0.8
Mesa County,Colorado,0.8
Moffat County,Colorado,0.6
Morgan County,Colorado,0.5
Ouray County,Colorado,0.6
Pitkin County,Colorado,1.2
Rio Blanco County,Colorado,0.3
Saguache County,Colorado,0.8
San Miguel County,Colorado,0.7
Teller County,Colorado,0.7
Washington County,Colorado,0.2
Polk County,Florida,1.6
St. Johns County,Florida,2.1
St. Lucie County,Florida,1.6
Santa Rosa County,Florida,1.8
Sarasota County,Florida,1.3
Sumter County,Florida,0.7
Union County,Florida,0.2
Volusia County,Florida,1.5
Washington County,Florida,0.5
Appling County,Georgia,0.7
Bacon County,Georgia,0.3
Banks County,Georgia,0.9
Berrien County,Georgia,0.4
Brantley County,Georgia,0.2
Bulloch County,Georgia,1.5
Burke County,Georgia,0.3
Calhoun County,Georgia,0.4
Carroll County,Georgia,0.8
Charlton County,Georgia,0.6
Cherokee County,Georgia,1.7
Clayton County,Georgia,5
Coffee County,Georgia,0.7
Coweta County,Georgia,1.5
Crawford County,Georgia,0.3
Dawson County,Georgia,0.6
Dodge County,Georgia,0.5
Dougherty County,Georgia,0.8
Echols County,Georgia,0.3
Effingham County,Georgia,0.8
Elbert County,Georgia,0.6
Evans County,Georgia,0.7
Fannin County,Georgia,0.3
Floyd County,Georgia,1.3
Wrangell City and Borough,Alaska,1.4
Yukon-Koyukuk Census Area,Alaska,0.3
Graham County,Arizona,0.5
Indian River County,Florida,1.2
Jackson County,Florida,0.5
Jefferson County,Florida,0.4
Levy County,Florida,0.6
Madison County,Florida,0.2
Nassau County,Florida,0.9
Okaloosa County,Florida,2.9
Orange County,Florida,4.9
Osceola County,Florida,2.8
Palm Beach County,Florida,2.4
Crittenden County,Arkansas,0.6
Faulkner County,Arkansas,1.1
Franklin County,Arkansas,0.9
Grant County,Arkansas,0.3
Hempstead County,Arkansas,0.4
Hot Spring County,Arkansas,0.3
Jackson County,Arkansas,0.3
Lafayette County,Arkansas,0.3
Little River County,Arkansas,0.3
Madison County,Arkansas,0.5
Marion County,Arkansas,0.2
Nevada County,Arkansas,0.3
Ouachita County,Arkansas,0.4
Perry County,Arkansas,0.2
Phillips County,Arkansas,0.3
Polk County,Arkansas,0.5
Pope County,Arkansas,1
Aleutians East Borough,Alaska,36
Saline County,Arkansas,0.9
Scott County,Arkansas,3.4
Sevier County,Arkansas,0.4
Stone County,Arkansas,0.4
Wilkes County,Georgia,0.5
Hawaii County,Hawaii,22.2
Ada County,Idaho,2.4
Adams County,Idaho,0.4
Bear Lake County,Idaho,0.4
Benewah County,Idaho,0.3
Bingham County,Idaho,0.6
Blaine County,Idaho,0.9
Bonneville County,Idaho,0.8
Butte County,Idaho,0.2
Cassia County,Idaho,0.5
Clearwater County,Idaho,0.7
Franklin County,Idaho,0.1
Greenlee County,Arizona,0.5
Mohave County,Arizona,1.1
Pinal County,Arizona,1.7
Yuma County,Arizona,1.2
Ashley County,Arkansas,0.2
Calhoun County,Arkansas,0.2
Carroll County,Arkansas,0.6
Clay County,Arkansas,0.1
Crawford County,Arkansas,1.4
Boone County,Illinois,1.3
Bureau County,Illinois,0.7
Calhoun County,Illinois,0.2
Clark County,Illinois,0.3
Crawford County,Illinois,0.5
DeKalb County,Illinois,2.3
Douglas County,Illinois,0.4
DuPage County,Illinois,10.1
Edwards County,Illinois,0.3
Fayette County,Illinois,0.2
Ford County,Illinois,0.3
Gallatin County,Illinois,0.1
Jackson County,Illinois,3.2
Jefferson County,Illinois,0.6
Jersey County,Illinois,0.3
Jo Daviess County,Illinois,0.3
Kendall County,Illinois,3
LaSalle County,Illinois,0.7
Lawrence County,Illinois,0.2
Logan County,Illinois,0.6
McDonough County,Illinois,1.8
McHenry County,Illinois,2.5
Macoupin County,Illinois,0.3
Mason County,Illinois,0.3
Massac County,Illinois,0.3
Monroe County,Illinois,0.4
Ogle County,Illinois,0.5
Piatt County,Illinois,0.3
Pulaski County,Illinois,0.2
Richland County,Illinois,0.7
Rock Island County,Illinois,1.6
Saline County,Illinois,0.4
Sangamon County,Illinois,1.6
Stephenson County,Illinois,0.6
Vermilion County,Illinois,0.7
Washington County,Illinois,0.3
Whiteside County,Illinois,0.5
Will County,Illinois,4.6
Adams County,Indiana,0.2
Blackford County,Indiana,0.1
Boone County,Indiana,1.7
Carroll County,Indiana,0.1
Clay County,Indiana,0.2
Crawford County,Indiana,0.2
Decatur County,Indiana,0.7
Fremont County,Idaho,0.2
Gooding County,Idaho,0.5
Jerome County,Idaho,0.3
Kootenai County,Idaho,0.7
Lewis County,Idaho,0.4
Madison County,Idaho,0.9
Nez Perce County,Idaho,0.7
Oneida County,Idaho,0.5
Power County,Idaho,0.4
Shoshone County,Idaho,0.4
Valley County,Idaho,0.4
Alexander County,Illinois,0.2
Harlan County,Kentucky,0.3
Harrison County,Kentucky,0.2
Henry County,Kentucky,0.2
Hickman County,Kentucky,0.2
Jackson County,Kentucky,0.1
Johnson County,Kentucky,0.4
Knott County,Kentucky,0.1
Laurel County,Kentucky,0.5
Leslie County,Kentucky,0.1
Lewis County,Kentucky,0.1
